,id,created_at,user_location,text,subkeywords
840,1244828851030589443,Tue Mar 31 03:28:20 +0000 2020,No longer in Airplanes. ,"If you haven't already overdosed on COVID19 information, please try and join this webinar.  And let me know if you want me to answer a specific question concerning behavior change. https://t.co/hAGudkP7LY","['covid', 'covid19']"
841,1258958455588544514,Sat May 09 03:14:20 +0000 2020,"London, England","@liesjedonkin and myself will be discussing #BehavioralScience and how this can be used in #risk #Communication in our #Covid_19 and #pandemic response next Weds 13 May, 13:00 CEST. Register FREE now https://t.co/LTtlScSXHf @FIP_org @DrLinaBader #pharmacyheroes https://t.co/EihNR9IhS4","['pandemic', 'covid']"
850,1249657136390590465,Mon Apr 13 11:14:13 +0000 2020,"North Miami, FL","50 Tips for Leading With Empathy During the Covid-19 Crisis

https://t.co/FRp4i8oGCu #covid19 #leadership #empathy #innovation #innovatie #design #coronavirus #crisis https://t.co/bgCnsOcQ0j https://t.co/PF0U5ksQ95","['corona', 'coronavirus', 'covid', 'covid-19', 'covid19']"
852,1264613208419176448,Sun May 24 17:44:18 +0000 2020,London,"Much as this was, perhaps, pretty predictable, I did wonder whether @BorisJohnson backed #Cummings because he knew or was advised that this would blow over or not matter in long-term for #COVID19 safety. @ReicherStephen blows that figment clear away. https://t.co/OccDR0SqoU","['covid', 'covid19']"
874,1257359650762170368,Mon May 04 17:21:16 +0000 2020,"Ranchi, Jharkhand, India","As a responsible citizen everyone from #sahibganj is dedicated to extend care &amp; love to our Senior citizen
#apnokadhyan @dc_sahibganj @karnsatyarthi @NITIAayog @PiramalFdn @bitvarunranjan #COVIDWarriors #Volunteers https://t.co/7HtjJ8HksD",['covid']
876,1242651200018767872,Wed Mar 25 03:15:08 +0000 2020,"Lagmay Hall, UP Diliman","How can our knowledge in the social &amp; behavioral sciences help in the fight against #COVID2019? This paper tackles everything from emotions, to social norms &amp; culture, to fake news, and more. https://t.co/l31wVPhWss",['covid']
878,1241327732849610754,Sat Mar 21 11:36:08 +0000 2020,The Netherlands,"One of the key messages for the experts: From the formerly WHO Director of Maternal and Child Health, and a leading global health scientist @globalhlthtwit #coronavirus https://t.co/vdSk6hyfkt","['corona', 'coronavirus']"
881,1266141602973716480,Thu May 28 22:57:36 +0000 2020,Yorkshire and The Humber,#backtoschool2020 #backtoschool @IndependentSage advice for parents and schools 👇🏻#COVID19 #Covid19UK https://t.co/kpviiyzrCO,"['covid', 'covid19']"
882,1267958941956190208,Tue Jun 02 23:19:03 +0000 2020,"Melbourne, Victoria","Instead of making assumptions about what people may or may not be doing, BehaviourWorks Australia are surveying thousands of Australians about their COVID behaviours. https://t.co/JD918Sakkz",['covid']
888,1253916281754943488,Sat Apr 25 05:18:32 +0000 2020,India,"Corona Virus supplychain disruptions forces farms to dump produce across the world ...
#Farms #COVID19 #Lockdown https://t.co/EG5Lk42kzk","['corona', 'covid', 'covid19']"
892,1244632549722374146,Mon Mar 30 14:28:18 +0000 2020,,#Comms workers - seize your creativity to tackle #Covid_19!  #BehaviorChange #SocialMarketing #CommunicationForSocialChange #ComDev #C4D https://t.co/T99U0Qg2ui,['covid']
897,1256513731619704832,Sat May 02 09:19:53 +0000 2020,"Amsterdam, Leiden, Utrecht",Very important and relevant paper by excellent group of scientists #COVID__19 #behavior #society https://t.co/L6RplieTIu,['covid']
905,1241899795570139138,Mon Mar 23 01:29:19 +0000 2020,Massachusetts,How you communicate matters. And messages don’t get more important than this one. #StayHome #covid19 https://t.co/i8fUGHFede,"['covid', 'covid19']"
943,1269924564718374917,Mon Jun 08 09:29:44 +0000 2020,Australia,"Such a beautifully written piece by @bec_colvin with sobering insights for society, #ClimateChange and #COVID19 https://t.co/kYveBeULby","['covid', 'covid19']"
947,1246146924241182733,Fri Apr 03 18:45:53 +0000 2020,Europe not little England,Maybe #liarjohnson should be renamed #murderingjohnson #COVID19 👇 https://t.co/GCVU1zzuAh,"['covid', 'covid19']"
948,1264635805605208072,Sun May 24 19:14:06 +0000 2020,United Kingdom,Johnson's position is now untenable. He has lied through his teeth. His government have lied for him. Every single MP who has backed him must no step down and never return to politics. #cummngs #COVID19 #sackcummimgs #borisjohnsonspeech #JohnsonMustGo #johnsonout https://t.co/wejsvYi7Fp,"['covid', 'covid19']"
959,1259438033356627968,Sun May 10 11:00:01 +0000 2020,,@pete_sinclair is absolutely right #covid19 #NHS https://t.co/r0D4sn5YOW,"['covid', 'covid19']"
962,1259795903403229188,Mon May 11 10:42:03 +0000 2020,Bristol,"The 'Germ Defence' website developed by Prof Lucy Yardley &amp; colleagues has been shown to reduce  transmission of flu at home &amp; has been rapidly redeveloped &amp; adapted in response to #coronavirus. See https://t.co/f2JOdSp5ux &amp; share!
@UniofBath @UoS_PrimaryCare @sapcacuk @NIHRSPCR https://t.co/ML3B3D0yca","['corona', 'coronavirus']"
972,1258104630803861506,Wed May 06 18:41:33 +0000 2020,"York, England",Learned a lot from this yesterday... would really recommend for anyone working on #COVID19! https://t.co/P6zChujMxO,"['covid', 'covid19']"
976,1235224041407078403,Wed Mar 04 15:22:15 +0000 2020,Leeds,The interesting thing is that people are adopting these behaviours in a way I have never seen before. Soap sold out and I see people washing their hands properly and avoiding touching things. The power of social media. #covid19UK https://t.co/cByyg11th0,"['covid', 'covid19']"
984,1242490879656353793,Tue Mar 24 16:38:04 +0000 2020,"Los Angeles, CA",Worthy read! Understanding human behavior &amp; emotional tendencies can inform #communication &amp; #publichealth initiatives. #COVID19 #socialscience https://t.co/YtFsBBRTDh,"['covid', 'covid19']"
995,1257294204855779329,Mon May 04 13:01:12 +0000 2020,,"Thought-provoking insights! Peter V. Masone’s piece on “Coronavirus over Climate Change” is particularly worth a read. Policy making is by no means simple but I do believe that it can be facilitated by analysing human behaviour first, esp during these unprecedented times. https://t.co/DbDjJMaF4M","['corona', 'coronavirus']"
1006,1252595763609251840,Tue Apr 21 13:51:16 +0000 2020,Mumbai,And delighted to be teaming up with @ThriveAgencyUK and their outstanding team of #behaviorchange communicators on supporting communities with #COVID resources https://t.co/axRf2PwxsE,['covid']
1008,1264628433897783296,Sun May 24 18:44:48 +0000 2020,"UK,... mostly",Thread. #JohnsonMustGo #Cummings #COVID19 https://t.co/GlPiAlPjz2,"['covid', 'covid19']"
1024,1252083961544740864,Mon Apr 20 03:57:33 +0000 2020,Kenya,True. #COVID19 https://t.co/LBsEBc7FtH,"['covid', 'covid19']"
1028,1243489635583561728,Fri Mar 27 10:46:46 +0000 2020,London,Now I’m recovered a big thanks to all the great writers who kept @BylineTimes at the front of the battle to help the NHS counter #coronavirus and the disinformation around it. Above all to @Hardeep_Matharu who has kept the site buzzing virtually solo https://t.co/Q7EM13xJN2,"['corona', 'coronavirus']"
1032,1265923910111039488,Thu May 28 08:32:34 +0000 2020,Scotland,"Which is why @NicolaSturgeon is head and shoulders above many.

She has united Scotland in our fight against #COVID19 https://t.co/QF5EIQDHqX","['covid', 'covid19']"
1038,1260268043038527489,Tue May 12 17:58:10 +0000 2020,,Is 1 billion percent accuracy an overkill..? #COVIDー19 #coronavirus #fuck https://t.co/LMaA1K1HC5,"['corona', 'coronavirus', 'covid']"
1042,1268899187627679744,Fri Jun 05 13:35:15 +0000 2020,"Perth, Western Australia","Anecdotally, acute Camhs presentations and risk/acuity has escalated hugely since March (for a variety of reasons) largely related to COVID; even in a country with far better COVID stats than the majority...How is increased MHfunding being filtered to the families and /or camhs? https://t.co/Yxqh4BbgmS",['covid']
1046,1251206711416930304,Fri Apr 17 17:51:40 +0000 2020,France,💯Experiences from #HIV can give us useful perspectives on how to respond to the #COVID19 pandemic. https://t.co/rR6OoEsTvZ,"['pandemic', 'covid', 'covid19']"
1049,1242414426617233412,Tue Mar 24 11:34:16 +0000 2020,"Nottingham, England","Great work! 
@NHSBSA
@NHSX
@NHSDigital
@B_I_Tweets
 
Received this text yesterday - for my son as well as my husband
Both #vulnerable
#coronavirus #COVID19
#NottsStayAtHome
#FlattenTheCurve
#UKlockdown

Register for #NHSApp #NottsNHSAppClub
@Connectnotts
@NHSNottingham
@Notts_ICS https://t.co/9cMOSSP2mI","['corona', 'coronavirus', 'covid', 'covid19']"
1057,1261185125447942145,Fri May 15 06:42:20 +0000 2020,"New Delhi, India",Re-imagining and innovating Risk Communications &amp; Community Engagement is key in #COVID19 response @UNICEFIndia @UNICEFC4D https://t.co/kfHfgJYuCv,"['covid', 'covid19']"
1058,1259453637019000833,Sun May 10 12:02:01 +0000 2020,"Merton, London","The next Ask A Scientist LIVE by @ScientistsX is on Tuesday! Great topic with a high profile panel.🥼✊

#AskAScientistLIVE #ExtinctionRebellion #COVID19 #ClimateChange #Science #sciencefromhome https://t.co/80djq5Txrd","['covid', 'covid19']"
1062,1255897260199743488,Thu Apr 30 16:30:14 +0000 2020,UK,Will require as many as possible pushing for it and building on science-policy links that have been strengthened certainly in UK by #COVID19 crisis. https://t.co/H09inGUNEh,"['covid', 'covid19']"
1076,1259437936279461888,Sun May 10 10:59:37 +0000 2020,,@pete_sinclair is absolutely right #covid19 #NHS https://t.co/PdS7Lu6vop,"['covid', 'covid19']"
1081,1252085026558115840,Mon Apr 20 04:01:47 +0000 2020,"SAHMRI North Terrace, Adelaide","Beating COVID19 requires Australia’s best minds.  If you have expertise relating to the scientific, social, cultural and economic implications of COVID-19 join Australia’s COVID-19 Expert Database now. 

https://t.co/LLGRMbiexm https://t.co/vyjxbkqX2w","['covid', 'covid-19', 'covid19']"
1086,1234899605617303552,Tue Mar 03 17:53:03 +0000 2020,,Looking forward to trying out ‘elbow bumping’ as an alternative greeting to avoid covid-19 spreading 🤣 https://t.co/bbCmv5TtZP,"['covid', 'covid-19']"
1087,1264819589436837889,Mon May 25 07:24:23 +0000 2020,,"#Covid19 #CummingsCrisis 

If ok 4 ‘instincts’ to trump Isolation Regulations, how can #Tracing work?

@BorisJohnson @MattHancock 
@ByDonkeys 

@CMO_England @uksciencechief @NHSEnglandNMD @PHE_uk @NHSImprovement 

@Keir_Starmer @JonAshworth @IndependentSage @NHSMillion @HSJnews https://t.co/17OQWHW2qB","['covid', 'covid19']"
1091,1241475939567112197,Sat Mar 21 21:25:04 +0000 2020,citizen of the world,"#ButcherJohnson &amp; #EugenicCummings just trying to look big &amp; clever! But killing 0000s of us in this pissing contest
#CoronaVirus https://t.co/9ty6TRB2lV","['corona', 'coronavirus']"
1096,1245733514923970560,Thu Apr 02 15:23:09 +0000 2020,"New York, NY, USA",Honored to be a part of this effort. The pre-print should be a valuable resource on how social science theory and empirical work can inform us in terms of how to think about #COVID19 pandemic. https://t.co/CO0dBdV8Q1,"['pandemic', 'covid', 'covid19']"
1098,1236758680755941377,Sun Mar 08 21:00:22 +0000 2020,NY,The article provides a good set of recommended and enabling behaviors to help reduce #COVID19 transmission. https://t.co/eeTg1ZuGaL,"['covid', 'covid19']"
1116,1235865750105030658,Fri Mar 06 09:52:10 +0000 2020,"Leicester, UK","Thanks Stu  / Jim / Susan!
Link added at the bottom of our growing resource on psychological perspectives on coronavirus … other contributions welcome 
https://t.co/sXm3dcMujJ https://t.co/v9pLTpTei4","['corona', 'coronavirus']"
1129,1266257441424957443,Fri May 29 06:37:54 +0000 2020,"Nagpur, India",Guiding Talent Development in COVID 19 https://t.co/3Sut3leDDy,['covid']
1142,1270020957609000961,Mon Jun 08 15:52:46 +0000 2020,"Galway, Ireland",Stay SAFE (Sanitise Apart Face Elbows). The behavioural vaccine for #COVID19  - very interesting paper https://t.co/H8yQbDXsBz,"['covid', 'covid19']"
1168,1263335953797509121,Thu May 21 05:08:57 +0000 2020,"New Delhi, India","Thursday is #PROTOcall day! Join @nayantaran and @ameyann today at 5 pm as they speak to @Sanna_B_P, @Neurophysik and @poliohunt on how journalists can battle #misinformation about #COVID19 beyond just doing factchecks. Sign up at https://t.co/ho97RpDV9Z https://t.co/wqML6A0wOt","['covid', 'covid19']"
1175,1239057115005751299,Sun Mar 15 05:13:31 +0000 2020,UK,"The names of those advocating for the preferred infection of millions of innocent people, complicit in a decision which by their own admission will lead to many thousands of deaths, will be remembered long after this crisis is over. #coronavirus https://t.co/45G5YyXWSb","['corona', 'coronavirus']"
1191,1238434437894995975,Fri Mar 13 11:59:13 +0000 2020,USA ,Would love to know how elderly will be cared for if rest of pop has #coronavirus #Covid_19 https://t.co/lpQ6V2BA30,"['corona', 'coronavirus', 'covid']"
1192,1257667486473994241,Tue May 05 13:44:29 +0000 2020,"Ludhiana, India","Action Against Corona,

We are committed to protect 2.9 Million Senior citizens of across 25 Aspirational Districts.

#Surakshit_Dada_dadi_nani_Campaign 
#SDDNNA https://t.co/OJvthHVtNj",['corona']
1221,1246615219301949440,Sun Apr 05 01:46:43 +0000 2020,Chicago,"Disagree that it means there is no #COVID19 crisis. But to the extent COVID-19 is merely supplanting its comorbidities as the reported cause of death, it’s very concerning that there is a lack of curiosity on this front by those who appear vested in stoking the panic. True data? https://t.co/GvF0ROETQS","['covid', 'covid-19', 'covid19']"
1247,1243471036861091841,Fri Mar 27 09:32:52 +0000 2020,UK,Lessons in practical politics: #COVID2019 shows why it should be  on the curriculum @Practicalpolity @HECglobal @HEPI_news @UniversitiesUK @GdnUniversities @uniworldnews https://t.co/VIBw8n3HUV,['covid']
1258,1260252621027315712,Tue May 12 16:56:53 +0000 2020,,"A must-read report from #IndependentSAGE. 

""We find [the govt's] attitude counter-productive &amp; potentially dangerous. Without suppression, we shall see a more rapid return of local epidemics resulting in more deaths &amp; potentially further partial or national lockdowns.""

#COVID19 https://t.co/BfeAoDTuM2","['epidemic', 'covid', 'covid19']"
1294,1260238294014623744,Tue May 12 15:59:58 +0000 2020,"London, England","📢‼️Starting SOON at 6pm BST‼️ 📢
#AskAScientistLIVE Ep.2. #ClimateEcologicalEmergency vs #COVID19 : why have people reacted differently to these crises? Watch it live on👉 @ScientistsX 

@XRHackney @XRLondon @XRebellionUK @ExtinctionR @XRHealthPros 

#ExtinctionRebellion https://t.co/uJMhBbIY09","['covid', 'covid19']"
1329,1260174130466435075,Tue May 12 11:45:00 +0000 2020,"Barcelona, Spain","#Behavioural #science is a powerful tool at our disposal... However, there is a fundamental difference between on the one hand transparently trying to change bad behaviour, &amp; on the other #manipulating #people in the way information is presented. https://t.co/mw0m0NET5R #Covid19","['covid', 'covid19']"
1346,1265390855231340545,Tue May 26 21:14:24 +0000 2020,,"Another first for @AsthmaRightCare 

#Asthmazing @AsthmaRightCare webinar tonight for 300+ sub Saharan delegates of physicians and pharmacists. Sharing #Asthma experiences during #CoVID19

Welcome to the @AsthmaRightCare family

@HenkWesthuizen
@DarushAttar
@emapaulino
@IPCRG https://t.co/jlczM5z76g https://t.co/qt6sO2hIuE","['covid', 'covid19']"
1350,1244726490484428805,Mon Mar 30 20:41:35 +0000 2020,North Wiltshire. England,"U.K. is at the bottom of the food chain for #coronavirus vaccine. 

The reality of obscurity thanks to Brexit. https://t.co/yhBmoZImBV","['corona', 'coronavirus']"
1353,1242098960258469890,Mon Mar 23 14:40:43 +0000 2020,University of Pennsylvania,Looking forward to this webinar with some of my favorite scientists about what kinds of messaging might be helpful to slow the spread of #COVID19 https://t.co/OMR1cdG08W,"['covid', 'covid19']"
1355,1244338014945501184,Sun Mar 29 18:57:56 +0000 2020,,"Social Sciences and Humanities researchers welcome as fully-fledged members of an open innovation platform aimed at collaboration against a pandemic.
Status of #SSH as ""cross-cutting issues"" for ""scientific missions"" is usually reduced to ""on the side"".
https://t.co/lfbEP5gIyB",['pandemic']
1362,1243306017305346050,Thu Mar 26 22:37:08 +0000 2020,"Outremont, Montréal",To put it mildly. https://t.co/ftDdkrDrYq #KKKPOTUS #Trump #Easter #Coronavirus #Covid19,"['corona', 'coronavirus', 'covid', 'covid19']"
1375,1266117128953921537,Thu May 28 21:20:21 +0000 2020,,"From a Scientist who has advised SAGE, this is pretty clear 👇. I am ashamed and saddened that neither @CMO_England nor @uksciencechief have the courage and integrity to say the same. By keeping silent they are doing great damage to UK Science. #COVID19 https://t.co/T5WrMUM5iu","['covid', 'covid19']"
1378,1244923472628707328,Tue Mar 31 09:44:20 +0000 2020,"iPhone: 34.011246,-118.488510",Very interesting stat. #coronavirus https://t.co/BOVkTh9lQb,"['corona', 'coronavirus']"
1379,1266083766918950915,Thu May 28 19:07:47 +0000 2020,"Goochland, VA, USA",Behavioural #science and the response to #COVID19: “Telling people what not to do is easier than advising them about what to do in the right way and in the right circumstances.” https://t.co/TCJqb5kvUe via @LSEImpactBlog,"['covid', 'covid19']"
1383,1259551596217802752,Sun May 10 18:31:16 +0000 2020,,@Conservatives Until those #covid19 deaths hit close to home... https://t.co/CRqOsT4AYE,"['covid', 'covid19']"
1407,1264611039129321473,Sun May 24 17:35:41 +0000 2020,UK,"👇 From one of the expert advisors 

#COVID19 #COVID #lockdown #coronavirus https://t.co/rcu322Q4Dp","['corona', 'coronavirus', 'covid', 'covid19']"
1409,1239835944636887040,Tue Mar 17 08:48:18 +0000 2020,"Brussels, Belgium",Indeed - and even expansive fiscal policies and investments urgently needed during #coronavirus crisis could and should be linked to the #GreenNewDeal. This is also an opportunity to accelerate #change.  @TimmermansEU @MaximoBXL  @Energy4Europe @MazzucatoM @DaveKeating https://t.co/8Xz5qWBK2r,"['corona', 'coronavirus']"
1432,1237663709440413696,Wed Mar 11 08:56:37 +0000 2020,"England, United Kingdom","Criminally negligent Government putting the entire country at risk 

#coronavirus #notfittogovern https://t.co/Wxw24HtKqb","['corona', 'coronavirus']"
1444,1238407687773343745,Fri Mar 13 10:12:55 +0000 2020,"Birmingham, England",If this is the main government advisor on #COVID19 we are royally screwed. https://t.co/zwIkSwLI6Z,"['covid', 'covid19']"
1445,1253606454403227648,Fri Apr 24 08:47:24 +0000 2020,Cymru,"Sorry citizen, but it is something that all committees have to learn and to use #Covid19 to slap someone down is unwarranted. https://t.co/aGGqrs0c12","['covid', 'covid19']"
1449,1248066239961808900,Thu Apr 09 01:52:34 +0000 2020,"Melbourne, Victoria",Such a brilliant article. What are you worried about when it comes to #COVID #Covid_19 https://t.co/Fpi9Yo6DW3,['covid']
1457,1257202485044772864,Mon May 04 06:56:44 +0000 2020,Sydney,Nice piece on how to maintain positive #COVID19 behaviours by @KirstenMcCaffer &amp; @carissa_bon from Sydney Health Literacy Lab @syd_health https://t.co/krGIqSsP24,"['covid', 'covid19']"
1462,1242569675483078663,Tue Mar 24 21:51:11 +0000 2020,International,Science communication during a #pandemic https://t.co/1HvEsxpVel,['pandemic']
1477,1237693414906486784,Wed Mar 11 10:54:40 +0000 2020,Global,"Ahead of #diversealz Thurs on media, dementia and reporting in the age of coronavirus, we will also chat about this: https://t.co/BlM8poinvS","['corona', 'coronavirus']"
1478,1235109054118125570,Wed Mar 04 07:45:20 +0000 2020,"Berlin, Germany",important and actual read #covid19 #coronavirus https://t.co/z1tDQEDDhs,"['corona', 'coronavirus', 'covid', 'covid19']"
1482,1251435573505654784,Sat Apr 18 09:01:05 +0000 2020,Yorkshire and London,"A disaster then, an even bigger disaster now...

The UK government has wasted valuable time in the fight against #coronavirus by listening to snake oil salesmen... 

This from the 11th March: https://t.co/DnUFbrSJRO","['corona', 'coronavirus']"
1488,1262746611144261633,Tue May 19 14:07:07 +0000 2020,Varanasi,"A webinar on #COVID19 #infodemic and action steps beyond fact-checks by eminent Behavioral science and health experts. May 21. 5 PM IST.

@CSBC_AshokaUniv @SeemaC @NeelaSaldanha @ideas42 @BudhwarYash @shreeradha_m @IsppPolicy 

Register: https://t.co/0CUX6Ue0W6 https://t.co/XKELNCoASM","['covid', 'covid19']"
1495,1262340860609310722,Mon May 18 11:14:48 +0000 2020,"Mumbai, India","Wondering how the #newnormal will seem from a behavioral perspective post the #lockdownextension? Tune into a webinar hosted by @CSBC_AshokaUniv, @Project_SANCHAR, &amp; @HarvardChanIRC to hear expert perspectives on behavior change and social norms in the #COVID19 world.

@vishplus https://t.co/btyqjTKtHz https://t.co/2oIadrdsHi","['covid', 'covid19']"
1530,1237707582380310529,Wed Mar 11 11:50:57 +0000 2020,,The behavioural intervention industry has wrecked havoc in their money-extraction scam in Autism for decades. Now they're doing something similar for Covid-19. https://t.co/E4rYxagy06,"['covid', 'covid-19']"
1552,1244532880715452416,Mon Mar 30 07:52:15 +0000 2020,"Bruselas, Bélgica","""Crowdhelix, in partnership with media company Science|Business, has launched a free online match-making service to help COVID-19 researchers find one another across the globe, check out funding opportunities, and get to work tackling the virus faster."" https://t.co/W6BSdHFCv8","['covid', 'covid-19']"
1559,1242844052833386497,Wed Mar 25 16:01:27 +0000 2020,"London, England",Excellent and timely paper - well worth a read. #COVID19 #coronavirus https://t.co/isiDGxgJTb,"['corona', 'coronavirus', 'covid', 'covid19']"
1563,1262501580974276609,Mon May 18 21:53:27 +0000 2020,"Orlando, FL","With families isolating at home and #firstresponders on front lines, fire safety is yet another sector affected by the #pandemic. Our digital strategist recently dropped in on @strategicfire's podcast to talk #behaviorchange messaging in the time of #COVID. https://t.co/2IUtNwwVMN","['pandemic', 'covid']"
1565,1238425861763870720,Fri Mar 13 11:25:08 +0000 2020,"Britain, Europe & Middle East",I would easily say Taleb is a much better expert in modelling than the UK government experts. He disagrees with them. This is the most worrying assessment of the UK govt response #coronavirus https://t.co/4YQlNHNnhh,"['corona', 'coronavirus']"
1578,1259200675176689664,Sat May 09 19:16:50 +0000 2020,England,"IT DIDN'T TAKE LONG FOR JOHNSON TO TURN ON NHS!!
Clapping for the NHS on Thursday but all along plotting to stab them in the back on Saturday. It looks as if the blame game has started.
""No deal is EU fault""
""Doctors to blame for care homes""
Tories are despicable..
#COVID19 https://t.co/hNaN05ldh5","['covid', 'covid19']"
1590,1236744891780288513,Sun Mar 08 20:05:34 +0000 2020,South West England,Includes a helpful chart. Enabling behaviours to reduce COVID-19 transmission https://t.co/nXImuUUdzz,"['covid', 'covid-19']"
1617,1257758256421896192,Tue May 05 19:45:11 +0000 2020,"Ottawa, Ontario, Canada",I was interviewed by @CBCNews about our recent #COVID19 paper. Highlight provided by @jayvanbavel below. https://t.co/XRTZqZ4SkU,"['covid', 'covid19']"
1623,1243492896252342277,Fri Mar 27 10:59:44 +0000 2020,UK ,"There will have to be a public inquiry into this Corona “take it on the chin’ approach championed by @BorisJohnson on breakfast TV and adopted as government policy at the delayed start of U.K. preparations for the pandemic. Clearly, it is costing lives. https://t.co/M9S5AHXZmg","['pandemic', 'corona']"
1629,1253694327701807110,Fri Apr 24 14:36:34 +0000 2020,nick.stylianou@sky.uk,There is no better insight into the SAGE committee than the one being broadcast right now as the Science Select Committee questions @CMO_England about #coronavirus/#COVID19. And there's no better man to be posting a thread while he watches than @RaynerSkyNews https://t.co/MGs6dkBt9P,"['corona', 'coronavirus', 'covid', 'covid19']"
1630,1268892434332823553,Fri Jun 05 13:08:25 +0000 2020,Co. Wexford & Portland (OR),fascinating #coronavirus podcast 👇 https://t.co/IV1hgEPNaU,"['corona', 'coronavirus']"
1648,1240962186194890754,Fri Mar 20 11:23:35 +0000 2020,Inside my head,Behavioural econ is really coming into focus and extremely useful in understanding social behaviour in times of #COVID19 https://t.co/G86FhFPAC4,"['covid', 'covid19']"
1649,1244611701565263872,Mon Mar 30 13:05:28 +0000 2020,Nigeria,We want relieve materials here in Africa...save our lifes from COVID-19 https://t.co/4LjxA5Q3e0,"['covid', 'covid-19']"
1653,1237710875798183936,Wed Mar 11 12:04:03 +0000 2020,,The people at the head of the current government are experts in psychological manipulation. Who knew?! 🤷🏻‍♂️ #coronavirus #coronvirusuk #CoronaVirusUpdate https://t.co/fhINYmxv45,"['corona', 'coronavirus']"
1657,1270235250476511232,Tue Jun 09 06:04:18 +0000 2020,Singapore,"I learned a lot working with #impsci superstars @JaneLewis100 and @robynmildon on this piece for Ethos, the journal of the Singapore Civil Service College. #COVID19 #impsci #evidence #BehavioralScience https://t.co/oNglHbNSzB","['covid', 'covid19']"
1668,1264903002063802375,Mon May 25 12:55:51 +0000 2020,,"@Peston @BorisJohnson Dear me Robert! Behavioural ""Science"" charlatans are scientists. Ask the victims of the unprecedented 20 year retrospective taxation of the #LoanCharge #coronavirus https://t.co/9zgZpXGcx6","['corona', 'coronavirus']"
1670,1235953776873349120,Fri Mar 06 15:41:57 +0000 2020,"London, UK","@BBCNews How about a £million or two to teach people the realities, directly? I'm seeing zero understanding or behaviour-change where I live. The longer the delay, the faster the #coronavirus cases will rise.","['corona', 'coronavirus']"
1674,1255470970720129026,Wed Apr 29 12:16:19 +0000 2020,Hope Park Square UoE,Interesting short read on how we collectively can alter behaviour to reduce the spread of COVID-19 https://t.co/v7unwJjErG,"['covid', 'covid-19']"
1677,1255382676183408642,Wed Apr 29 06:25:28 +0000 2020,Kaurna/Adelaide,"This weeks' wrap of the latest #COVID19 research, news and developments: death tolls, analysing Twitter, vaccine development, Africa, children's rights and strategies. @CroakeyNews https://t.co/I75yTKKmqi","['covid', 'covid19']"
1678,1238084918317584385,Thu Mar 12 12:50:21 +0000 2020,"Winnipeg, Manitoba","Useful: behavioral science reccos on #COVID19 countermeasures.  E.g. ""Evidence on handwashing shows that education and information are not enough. Placing
hand sanitisers and colourful signage in central locations... increases use substantially."" https://t.co/wFrk6FuXru","['covid', 'covid19']"
1681,1235232822975246336,Wed Mar 04 15:57:09 +0000 2020,,Worth reading this to prepare for new ways of behaviour that feel OK &amp; not awkward. #Coronavirus #Covid19 https://t.co/r3h6r87d0d,"['corona', 'coronavirus', 'covid', 'covid19']"
1691,1264650084198821890,Sun May 24 20:10:50 +0000 2020,Bournemouth,If you haven’t seen this yet... have a look.. @piersmorgan get him on your programme! #COVID19 #DowningStreetBriefing https://t.co/vq4Dwi3rwp,"['covid', 'covid19']"
1727,1242565934444879875,Tue Mar 24 21:36:19 +0000 2020,"Leipzig, Deutschland",What can we learn abut the social and behavioral science related to the current #corona pandemic? This paper was written by 36 authors from around the world with relevant expertise. https://t.co/BWQWh6XsNl,"['pandemic', 'corona']"
1728,1259825192622264320,Mon May 11 12:38:26 +0000 2020,"Londonderry, Northern Ireland",#Soros’ #Liberal Subversive Charity Moves To #MillbankTower And Next To #NoseyParker's #MI5 HQ's On #DavidCameron's Watch. https://t.co/VIuhD0d6kA #BarCouncil #LordSainsbury #CivilService #coronavirus #BorisJohnson #Rothschild #BillGates https://t.co/ukPfp5cG7E,"['corona', 'coronavirus']"
1731,1238021077521117184,Thu Mar 12 08:36:40 +0000 2020,,Slowing down the peak of the epidemic by changing people’s transmission-related behaviours is crucial in this phase #collectiveefforts #coronavirus https://t.co/yAf1O3xLnN,"['epidemic', 'corona', 'coronavirus']"
1733,1241025399439712258,Fri Mar 20 15:34:47 +0000 2020,"St. Paul, MN","I received my PhD 🤓 from @UCL and have lived in London a couple of times. The science and information coming out of that institution in London can be trusted. Bite me, Boris. #COVID @DrBrianMay @brianmaycom @QueenWillRock @OfficialRMT @StephMillerShow  🏦🏛️🌏🌍🌎🤓 https://t.co/PFXSDnUERV",['covid']
1736,1237857881174630401,Wed Mar 11 21:48:11 +0000 2020,"Toronto, Ontario","For the few of you reading this. It is always a good idea to listen to those who study risk, uncertainty and complex systems for a living. #COVID19 https://t.co/t8GTUVHshA","['covid', 'covid19']"
1739,1252261265134796806,Mon Apr 20 15:42:06 +0000 2020,"Norwich + London, England",Loving these culturally relevant and visual ways to keep your distance! @rshotton @davetrott might appreciate them. #keepitsimple #corona https://t.co/hjWBU84kYo,['corona']
1747,1245799485193637888,Thu Apr 02 19:45:17 +0000 2020,,"The challenges of changing behaviour. 👇
Might consider for helping healthcare professions change established practices in the face of #COVID19.
Useful for debriefing simulations for COVID preparations .. @purdy_eve @Belinda_J_Lowe @petrosoniak @GetCuriousNow @KomalBajajMD https://t.co/SXKTYJenhr","['covid', 'covid19']"
