,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone
4308,Mon Apr 06 22:00:04 +0000 2020,COVID19,0,1247282956428881921,,,en,,False,0,"Innovation—in surveillance, diagnostics, behavior change, systems strengthening, and vaccine development + testing—is how @AmerCharities' partner @PATHtweets is tackling the #COVID19 outbreak and others like it. https://t.co/T1L91kuhEs https://t.co/MmdAXkaGeY",AmerCharities,3270,,America's Charities,AmerCharities,
4312,Fri Mar 20 16:09:09 +0000 2020,COVID19,9,1241034050632024064,,,en,,False,2,"another little nugget—#COVID19 nudges from @humuinc: Each nudge will contain a short, scientifically-backed* suggestion to help you better work from home (or support those who cannot do so) and navigate uncertainty: https://t.co/md2hcjs6YX https://t.co/Fe9xoI5Nsq",GregRokisky,1675,"Lansing, MI",Greg Rokisky,GregRokisky,
4314,Tue Mar 31 09:08:13 +0000 2020,stayhome Covid19 InThisTogether,121,1244914386696679424,,,en,,False,68,"If you thought behavioural science was unimportant for health, think again. This modelling says it all. Getting 80% (not 70%) of people to #stayhome is the difference between succumbing to #Covid19 or beating the bastard. #InThisTogether  
https://t.co/2h6wXSDrwK",alexanderhaslam,4736,"Brisbane, Australia",Alex Haslam,alexanderhaslam,
4318,Tue Mar 31 02:11:03 +0000 2020,,0,1244809402688761857,1.2448091768422523e+18,GregorMacdonald,en,,,1,RT @GregorMacdonald: What a beautiful nudge. cc @R_Thaler,DubandAng,1217,"Orange County, CA",Angela 🌼DubYou 🧢🤠,DubandAng,
4320,Mon Mar 23 14:58:11 +0000 2020,Crypto Bitcoin Exatoshi BitcoinPrice bitcoinhalving COVID19 cryptocurrency,2,1242103355096346624,,,en,,False,0,"Behavioral analysis of the #Crypto market suggests that #Bitcoin's price will reach 4500$ once again.

#Exatoshi #BitcoinPrice #bitcoinhalving #COVID19 #cryptocurrency https://t.co/8ibPG3dhFr",ex_atoshi,7,"Toronto, Ontario",Exatoshi,ex_atoshi,
4325,Sat Mar 21 17:36:00 +0000 2020,coronavirus covid19,0,1241418293295992833,,,en,,False,0,"A leading behavioural scientist has warned of the imminent dangers to mental health during the coronavirus pandemic.
He spoke to @DeclanBogue ⤵️

#coronavirus | #covid19 
 https://t.co/2bSrWIfr4i",BelTel_Sport,7144,Belfast,Belfast Telegraph Sport,BelTel_Sport,
4330,Thu Apr 23 19:58:37 +0000 2020,COVID19,0,1253412984510013442,,,en,,False,0,"@InclusivePEMrM @Flipgrid This is sooo cool!! We create low cost games to inspire positive behavior change and just launched CoronaCombat, a game that raises awareness around #COVID19 
https://t.co/XZweKSzUFE",gamingfordev,1421,Washington DC,GRID,gamingfordev,
4342,Fri Mar 13 13:22:36 +0000 2020,nudge behavioraleconomics psychology policy coronavirus,3,1238455420320088064,,,en,,False,3,Why is the government relying on nudge theory to fight coronavirus? #nudge #behavioraleconomics #psychology #policy #coronavirus https://t.co/OfoU3HPrj6,HendirkB,266,"Brüssel, Belgien",Hendrik Bruns,HendirkB,
4345,Fri Apr 10 15:59:16 +0000 2020,,0,1248641709216600064,,,en,,False,0,Let's use the collective wisdom of these scholars! @AcademicChatter @AcademicTwitter https://t.co/2150MZiDww,onlineteach101,26,LA and Minneapolis,Online Teaching Experts,onlineteach101,
4347,Fri Mar 13 13:35:49 +0000 2020,COVID19 PeoplesGovernment BrexitBorisBritain,0,1238458745941884929,,,en,,False,0,"Why is the government relying on nudge theory to fight coronavirus?
#COVID19 #PeoplesGovernment #BrexitBorisBritain
https://t.co/nSASFmerHv",Asitseemstome,385,,Fiona McMahon,Asitseemstome,
4351,Mon Mar 23 08:36:09 +0000 2020,,0,1242007211330670593,1.2419937237995356e+18,YoniTechHub,en,,False,1,RT @YoniTechHub: Great example of nudging: a small design change that can create a big difference. https://t.co/TMLuSRbs7j,HananBrand,1804,Jerusalem & NYC,Hanan Brand,HananBrand,
4355,Mon Mar 30 10:47:19 +0000 2020,,0,1244576935373467648,,,en,,False,0,It Bqs https://t.co/CUnK5fUgkE,JhaAmit91,239,"Faridabad, India",Amit Kumar Jha,JhaAmit91,
4359,Thu Mar 12 21:42:45 +0000 2020,studentnurse CONVID19,2,1238218901219168257,,,en,,False,0,So...when do we come out of our 'cocoon'? When there's a vaccine? When work refuses to pay us because we aren't sick? When you realise venerable groups are important members of society who can't just lock themselves away? #studentnurse #CONVID19 https://t.co/BkBCxAmDxp,lucy_uo,528,"Birmingham, England",StN Lucy 💙,lucy_uo,
4365,Thu Mar 12 21:39:52 +0000 2020,COVID19,3,1238218172697841669,,,en,,False,3,"@Channel4News Perhaps less of this stoicism would be needed if @BorisJohnson had decided to entrust a genuine scientific expert with drawing up the strategy against #COVID19  Instead he chose psychologist David Halpern, creator of “nudge theory” https://t.co/JVyMbuUdSz Heaven help GB",zmkc,885,Hungary,Zoe,zmkc,
4371,Thu Apr 09 17:41:32 +0000 2020,Covid_19SA COVID19 Day14ofLockdown COVID,20,1248305058296537089,,,en,,,7,"I’m starting to realize that COVID has major neuropsychiatric manifestations, even in the asymptomatic and unexposed. Fear, panic and irrational behavior are far more common than the usual quoted symptoms. #Covid_19SA #COVID19 #Day14ofLockdown #COVID",IvanJoubert,251,"Cape Town, South Africa",Ivan Joubert,IvanJoubert,
4374,Thu Mar 26 21:30:57 +0000 2020,,0,1243289362839764994,,,en,"Paris, France",False,2,I knew there was something up. Never in all my years of contacting academics have I had a PR person come back to me and stonewall https://t.co/cF3NH0LA92,patrickgaley,20122,"Paris, France",Patrick Galey 🤷🏻‍♂️,patrickgaley,
4376,Tue Mar 24 15:22:20 +0000 2020,,19,1242471821418491905,,,en,,False,9,"In this paper we review what social and behavioural science can do to protect and promote physical and mental health during the pandemic. 

Honoured to be part of such an amazing team of 36 scholars from different disciplines and different countries led by @jayvanbavel https://t.co/B235MiejuC",ValerioCapraro,5256,"London, England",Valerio Capraro,ValerioCapraro,
4378,Thu Apr 23 01:43:28 +0000 2020,IndiaFightsCorona SwasthaBharat Health StayHomeStaySafe,59,1253137379801436160,,,en,,False,7,Simple focused Behaviour change communication message as #IndiaFightsCorona to ensure #SwasthaBharat #Health #StayHomeStaySafe . Basic practices to ensure healthy hygienic habits . https://t.co/8Jg0TxN8U5,Chatty111Prasad,9146,New Delhi,Chaitanya Prasad,Chatty111Prasad,
4382,Wed Apr 29 18:11:53 +0000 2020,covid19 change VUCA adapt resilient leadership,0,1255560452630892544,,,en,,False,0,Massive change renders our concepts of  “normal” irrelevant. #covid19 is that kind of change and we’ve experienced 15 years of behavior change over the last 30 days. #change #VUCA #adapt #resilient #leadership https://t.co/ycNlyAa6PZ... https://t.co/QIpHdwg5dx,Lyon_David,2605,"Boulder, CO",David Lyon,Lyon_David,
4384,Sun Mar 15 04:04:15 +0000 2020,,3,1239039682148794368,,,en,,False,0,To my behavioral science nerds: don’t miss this thread! 👇🏼😍 https://t.co/Asw02FhrrJ,Carla_mhz,160,"Somerville, MA",Carla Martínez,Carla_mhz,
4386,Wed Mar 04 22:17:55 +0000 2020,Covid_19 coronavirus,0,1235328646174380041,,,en,,False,0,"""Trump tries to dismiss the crisis, to discredit unfavorable news, to nudge markets higher, to protect himself....experts struggle to keep him on script, to hold him back from gaslighting... from making up stories.""

https://t.co/x6CfYKUs8r

@FridaGhitis 

#Covid_19  #coronavirus",SeptemberMay,13369,,Jessica Mendes🌊,SeptemberMay,
4387,Sun Mar 22 10:32:25 +0000 2020,JantaCurfew COVID19,3,1241674086100561920,,,en,,False,1,"#JantaCurfew: @NarendaModi's nudge gets India to align against #COVID19.
https://t.co/Xq3dgrot4O",PeopleMatters2,19478,India,People Matters,PeopleMatters2,
4392,Fri Apr 17 12:45:26 +0000 2020,,0,1251129641504518144,,,en,,False,0,"This whole thread is chilling. Clearly explains with evidence that Govt policy delayed believing we could do it better than rest of world, misunderstanding science (ideological blinkers, nudge theories etc), leading to many more deaths. https://t.co/hFoKNsp8pa",pwebbr,340,anywhere green or in sea,"Phil Webber (PhD, BSc)",pwebbr,
4395,Sat Mar 07 20:23:23 +0000 2020,,3,1236386986979512320,,,en,,False,1,"I understand behaviorally and evolutionarily people are ""programmed"" to react to pandemics in particular ways. We are divided in a shortage and excess mentality, this being the case of the latter. For the former, we are at risk of riots as panic buying decreasing supply which 1/ https://t.co/YDEimxvZIH",BxQueer,70,"Central Valley, California",Queer Behavior Analyst,BxQueer,
4396,Fri Mar 13 13:41:48 +0000 2020,Beyond100Days coronavirus,16,1238460254096175105,,,en,,False,3,"WATCH: Supernumerary Fellow Dr Kate Orkin, a behavioural scientist, talking on @BBC’s #Beyond100Days about people wanting to mitigate the risk of catching #coronavirus and changing social norms &amp; behaviour: https://t.co/p2dCxlTTe4 (from 50m05s) https://t.co/eCB1yqChvN",MertonCollege,5106,Oxford,M e r t o n C o l l e g e,MertonCollege,
4397,Thu Apr 09 07:16:24 +0000 2020,,0,1248147736282578944,,,en,,False,0,Meanwhile..in alternate universe.. what great China is saying about India.. https://t.co/nOe9aVIiX9,desitechy,1519,Silicon Valley ,Shef,desitechy,
4404,Tue Mar 17 13:25:54 +0000 2020,socmarbu COVID19 SocialDistancing,2,1239905804242862080,,,en,,False,0,Great idea! #socmarbu #COVID19 #SocialDistancing https://t.co/2rMcnajqkr,MishaDhuper,35,"Ottawa, ON",Misha Dhuper,MishaDhuper,
4405,Thu Mar 05 12:52:41 +0000 2020,nudge,1,1235548788082659329,,,en,,False,1,Social distancing #nudge https://t.co/i9yGHMF4Kh,MikeyFox,357,UK,Mike Fox,MikeyFox,
4411,Tue Mar 10 12:00:37 +0000 2020,,0,1237347625256525824,,,en,,False,0,Early days. UK spokesman yesterday suggested it takes 3 -6 weeks for ppl to react to and rebel against [be driven mad] by social estrangement due to self-isolation/household isolation. Behavioural analysis is also an important factor in optimising the most appropriate response. https://t.co/0hQImzvJV7,kfca4,3,Chilterns,k ⚜🇬🇧,kfca4,
4413,Sun Apr 19 12:23:18 +0000 2020,coronavirus,0,1251848850240929795,,,en,,,0,"@lizyeld Are you serious! We are constantly lied to by Govt ....of whichever persuasion.
WMDs,Chilcott Report, £350million for NHS if we leave EU. Boris Johnson has been sacked on more than one occasion for lying. We are being manipulated by nudge units and regularly lied to #coronavirus",MunroMunrofam,533,"Yorkshire and The Humber, England",Amanda,MunroMunrofam,
4419,Sun Apr 12 18:00:45 +0000 2020,Coronavirus COVID,1,1249397056625655813,,,en,,False,1,"“The first revelation that the government might be looking to create “herd immunity” came on 11 March from Dr David Halpern, the chief executive of the governmental behavioural insights team, known as the “nudge unit”.” https://t.co/Y6ThuxozeO #Coronavirus #COVID-19",PaulLeybourne,2931,Brighton UK,Paul Leybourne,PaulLeybourne,
4420,Wed Mar 25 11:47:34 +0000 2020,ICMIFwebinars mutual cooperative insurance Coronavirus innovation ClimateChange,7,1242780159884898304,,,en,,False,2,"Upcoming #ICMIFwebinars for April, looking at emerging trends impacting #mutual / #cooperative insurers.

🦠 Re/#insurance &amp; #Coronavirus 
🧠 Behavioural economics
📲 Digital transformation @HUK
💡 Assessing #innovation
💨 Action on #ClimateChange

🖥 https://t.co/MXV0G1Ej6g https://t.co/ovMoza8owu",BenICMIF,490,"Manchester, England",Ben Telfer,BenICMIF,
4428,Thu Apr 30 02:05:00 +0000 2020,coronavirus,6,1255679517181521920,,,en,,False,3,"Three #coronavirus science lessons give us hope for the 🌍's future.

🔸Science is a global practice
🔸The path from scientific research to policy is bumpy
🔸Science can lead to real behavior change

More from @UW &amp; @EarthLeadership's @LisaGraumlich: https://t.co/mDYcd5xHGM",FutureEarth,21021,Future Earth,Future Earth,FutureEarth,
4436,Wed Apr 08 14:05:05 +0000 2020,,0,1247888196270043139,,,en,,False,0,Not gonna lie - haven't been planking. Not happy per se but experiencing moments of joy. Thanks for the nudge to get back to it. https://t.co/LqcyMJKLPq,CudlipJ,840,Ottawa Canada,Janice Cudlip (she/her),CudlipJ,
4440,Tue Mar 03 21:21:39 +0000 2020,TinyHabitsCourse COVID19 TinyHabits,1,1234952098741202945,,,en,,,0,"@bjfogg #TinyHabitsCourse Session 9. 

Biggest Surprise? 

Ch 7. Behavior Change Masterplan is the one flowchart for all you habit making and removal. 

The Prof is working on Tiny Habits for Hand-washing (related to #COVID19)

#TinyHabits",_adeeb,7887,,Adeeb,_adeeb,
4442,Fri Mar 20 10:11:23 +0000 2020,,0,1240944013538181125,,,en,,False,0,For those of you that seem to want to put short term personal pleasure above all else. Just stop and think https://t.co/JNTQMfEe7I,alyonsphoto,882,England,Andy Lyons,alyonsphoto,
4445,Thu Mar 12 00:06:22 +0000 2020,Sacramento Yolo Placer California,0,1237892654077079554,1.2378411888681165e+18,ai6yrham,en,,,5,"RT @ai6yrham: Nudge nudge, #Sacramento #Yolo #Placer counties, #California",stevewfolds,677,,Steve Worcester,stevewfolds,
4446,Mon Mar 23 18:32:01 +0000 2020,COVID19,1,1242157168796798977,,,en,,,1,"@caldeony Behaviour change is a personal responsibility. The government provides an enabling environment. Unless people internalize the risk and the consequences of their behavior, no law will stop the spread of #COVID19",HildaMuteshi,29110,"Nairobi, Kenya",Hilda Muteshi,HildaMuteshi,
4451,Thu Apr 16 21:41:00 +0000 2020,COVID19 coronavirus,0,1250902037295960073,,,en,,False,1,"The current #COVID19 pandemic is unprecedented. But it is not the biological characteristics of the virus that are most dangerous. Rather, it is how people behave towards it that really matters. Can behavioral science help us?

https://t.co/OcfbzeDKGo

#coronavirus https://t.co/7BsLoUDMbB",socscispace,10713,,socialsciencespace,socscispace,
4461,Mon Apr 06 18:36:49 +0000 2020,COVID19,29,1247231803817185292,,,en,"North East, England",,12,"#COVID19 resilient areas of marketing and PR

- Audience &amp; market listening
- Behavioural analysis
- Crisis, education &amp; emergency content
- Customer support
- Internal comms
- Message testing
- Planning
- Public information
- Research &amp; modelling",wadds,23437,United Kingdom,Stephen Waddington #StayHome,wadds,
4466,Wed Apr 29 16:07:35 +0000 2020,COVID19 listenbeforespeaking,4,1255529169578086401,,,en,,False,1,Why do we relearn this in every epidemic? Irrational behavior becomes rational and negotiable if you take the time to listen and adapt public health response to communities. Thank you @mikiebarb and team for the humanizing coverage in this episode. #COVID19 #listenbeforespeaking https://t.co/SYWCDfaaPN,linamichi,1033,New Orleans,Lina Moses,linamichi,
4468,Sun Apr 19 07:05:25 +0000 2020,HerdimmunityIsMurder Boris,63,1251768850875547649,,,en,,False,29,"For my newer followers, I have been highlighting the #HerdimmunityIsMurder policy for a number of weeks because established journalists have failed. We are in this mess because #Boris never wanted the UK to mitigate, he wanted you to ""take it on the chin"". https://t.co/bhIzgRwXfv",mi6rogue,15908,Get #exercisecygnus here→,MI6 Rogue 🇬🇧,mi6rogue,
4474,Thu Apr 09 17:27:47 +0000 2020,coronavirus lockdown tourism hospitality,1,1248301596943036417,,,en,,False,1,Almost all businesses are suffering amid the #coronavirus #lockdown - but is there a case for more support for Scotland’s vital #tourism and #hospitality sectors? Last nudge for my @heraldscotland column today https://t.co/pT0iNrRfQh,ScottWWright,1669,Glasgow,Scott Wright,ScottWWright,
4477,Tue Mar 17 19:21:37 +0000 2020,futureofwork futureofleanring COVID19 coronavirus,0,1239995323101204482,,,en,,False,0,"Still no widespread testing (US), UK running 'herd immunity' n Nudge Theory US/UK people cavalier re 'work from home' n prospect of ""finally shifting #futureofwork #futureofleanring to online"" Seems recipe for DISASTER w Italy as future fate USA, UK -others? #COVID19 #coronavirus https://t.co/sp5vZ8AldM",trishuhl,6847,👩🏻‍💼She/Her 🌎 Global,Trish Uhl @ 🏡 🌎🇺🇸 #SAVELIVES,trishuhl,
4483,Tue Mar 31 08:44:43 +0000 2020,coronavirus 5LiveBreakfast,40,1244908470001901568,,,en,,False,22,"“A woman was vaping beside my husband, can you catch the virus through people's vaping?”

Professor Susan Michie answers Catherine in Leicestershire's #coronavirus question.

Listen live to #5LiveBreakfast on @BBCSounds 📻🎧https://t.co/H1cib6Yer2 https://t.co/X1uTRxdIDm",bbc5live,669919,"Salford, United Kingdom",BBC Radio 5 Live,bbc5live,
4500,Mon Mar 16 17:58:50 +0000 2020,coronavirus coronavirusuk,4,1239612102521819136,,,en,,,0,Listening to the Boris Johnson press conference you can hear the famous nudge arseholery in the language. We’re not banning large gatherings we just no longer support them. We’re not quarantining old people we’re shielding them. #coronavirus #coronavirusuk,drjonty,6618,"Venice, Italy",John Bleasdale,drjonty,
4503,Wed Apr 29 14:56:13 +0000 2020,COVID19,30,1255511209605988353,,,en,,False,29,"Today, CCP launched the COVID-19 Communication Network, a 💻 website dedicated to curating essential, evidence-based #COVID19 tools and materials vetted by a team of experts for social and behavior change practitioners. Learn more and see the website here:https://t.co/Wk5o43VHTM",JohnsHopkinsCCP,9467,"Baltimore, MD",Johns Hopkins CCP,JohnsHopkinsCCP,
4507,Sun Mar 15 21:37:06 +0000 2020,CoronaInfoCH COVID19,1,1239304643647340548,,,en,,False,0,"My sentiments exactly! 

“Just stay home” is not enough to effect the behavior change that’s urgently needed. 

Crystal clear risk communication is imperative. #CoronaInfoCH #COVID19 @watson_news https://t.co/KsZV6LKtz1",sereti,86,"Bern, CH | from Tucson, AZ USA","Sereti Venzin, MPH",sereti,
4508,Tue Apr 07 05:32:33 +0000 2020,Qclues Qanon EndTheFed Coroner CoronaVirus CoronaConspiracy Conspiracy Qarmy Military DJT TheStorm Q17 Q,8,1247396828108197889,,,en,,False,3,"A gentle nudge to the sleeping giant...

#Qclues #Qanon #EndTheFed #Coroner #CoronaVirus #CoronaConspiracy #Conspiracy #Qarmy #Military @realDonaldTrump #DJT #TheStorm #Q17 #Q https://t.co/zRtcVHe8Fq",realjasondean,448,"LEEDS, UK",⭐️Jason⭐️Dean⭐️,realjasondean,
4513,Tue Apr 14 11:26:14 +0000 2020,coronavirus Museveni M7Address COVID19 Uganda COVID19UG SoftPowerNews,9,1250022549976764417,,,en,,False,3,"""Right from the beginning, I told you it's possible to defeat #coronavirus by discipline and understanding the ways its spread. It can be defeated by behaviour change"" - President #Museveni.

#M7Address #COVID19 #Uganda #COVID19UG #SoftPowerNews https://t.co/SrQLvHsYem",SoftPowerNews,9970,"Kampala, Uganda",SoftPower News,SoftPowerNews,
4515,Wed Apr 01 05:45:16 +0000 2020,Turkmenistan coronavirus pandemic Turkmenistan,1,1245225698584858624,,,en,,False,2,"#Turkmenistan #coronavirus #pandemic @WHO @UNESCO @g20rg @G7  please enlighten, educate, entice cajole, nudge, #Turkmenistan President Gurbanguly Berdymukhamedov the danger to his country and his people https://t.co/6OfBVeWhM3",JohnLincolnusa,16813,"25.081177,55.143802",John Lincoln,JohnLincolnusa,
4516,Sun Mar 15 05:38:41 +0000 2020,smallpox COVID19 Herd_Immunity,0,1239063448534659072,,,en,,False,0,Ask native americans (north and south) how this strategy worked for them.  #smallpox #COVID19 #Herd_Immunity https://t.co/KJ0n4Q3tPV,Nutterproject,250,,The Nutter Projects,Nutterproject,
4519,Mon Mar 16 09:27:08 +0000 2020,remoteworking coronavirus nudge,5,1239483326991347712,,,en,,False,1,"#remoteworking Day 1 @BVANudge_Unit @Groupe_BVA: video conf with +20 people. It works and we still want to joke despite the situation #coronavirus. #nudge 1 for successful meetings: keep voice for the serious part of the meeting, use conversation for jokes https://t.co/ehXzOBlORu",bressoud,1384,"Paris, France","Étienne Bressoud, PhD 📚",bressoud,
4520,Mon Mar 23 07:59:34 +0000 2020,,3,1241998006561280000,,,en,,False,0,"Media 101.

After that one person who made the error so they can start a pile on.

Achieving zero.

The problem as any Daniel Kahneman or Michael Lewis reader would know is clear systematic error.

And where was the media 3 weeks ago those asking questions?👇 https://t.co/ZQPwsZyoQc",rtralphy,11835,melbourne,ralph horowitz,rtralphy,
4522,Wed Apr 08 09:17:34 +0000 2020,COVID19,1,1247815841543892994,,,en,,False,1,Social identity management is as key to managing #COVID19 as biomedical management. Great piece by @ReynKJ https://t.co/Dt51ZXUa3g,uqchasla,531,"Queensland, Australia",Catherine Haslam,uqchasla,
4524,Sun Apr 26 12:43:01 +0000 2020,coronavirus,0,1254390525433708544,1.2543897285243412e+18,pash22,en,,False,1,RT @pash22: #coronavirus: The First Big Test of Behavioral Science https://t.co/DfXXryj9AV via @Dr_D_Robertson,fabriceatosyiu2,235,,Eric,fabriceatosyiu2,
4528,Fri May 01 03:37:47 +0000 2020,COVID19 SlowtheSpread coronavirus,1,1256065253147701249,,,en,,False,0,"@byrawpixel have used a new behavioural science study by @HKStrategies &amp; their creativity to develop a series of #COVID19 resources to help everyone effectively convey key messages &amp; #SlowtheSpread. Get those and 10,000+ free #coronavirus images at https://t.co/ggm2yj09rV https://t.co/GgA5qSMJkw",chimeditor,6243,"Bangkok, Thailand",Chanyut Tochim,chimeditor,
4530,Wed Apr 15 06:51:10 +0000 2020,sap government digitalgovernment covid19,1,1250315715590029312,,,en,,False,0,Dealing with Disruption: Digitising Behavioural Science https://t.co/mxAUyhBDgQ #sap #government #digitalgovernment #covid19,MartinSKlein,278,Heidelberg Area,Martin Klein,MartinSKlein,
4544,Mon Apr 06 18:27:52 +0000 2020,COVID19,1,1247229554265071620,,,en,,False,0,Loose Lips: The Psychology of Rumor During Crisis - By Cathy Faye - Behavioral Scientist ⁦@behscientist⁩ #COVID19 ⁦@WeWalife⁩  https://t.co/OVtvxJEugA,WeWalife,197,"Cincinnati, OH",WeWa.life - Your Life health navigator,WeWalife,
4551,Fri Mar 13 23:29:52 +0000 2020,coronavirus coronovirusuk,0,1238608246216286210,,,en,,,0,@CMO_England The WHO and leading scientific experts agree that the UK is not doing nearly enough in the face of the pandemic. Relying on Nudge theory and herd immunity is incorrect. Social distancing must be implemented. #coronavirus #coronovirusuk,olga_ostrovsky,5,London,olga ostrovsky,olga_ostrovsky,
4556,Mon Mar 09 16:12:16 +0000 2020,,0,1237048566184579074,1.2369807744040837e+18,yuncod,en,,,1,"RT @yuncod: Unreal it took this long. Testing is one major step. Now, behavior change is a different beast!",jwpa17,135,"Indiana, PA",John Ford,jwpa17,
4561,Sat Apr 25 04:14:21 +0000 2020,COVID19 COVID19Asean Independent Asean journalism Cambodia StayHome isolate prepare WearAMask,0,1253900127611359233,,,en,,False,6,"#COVID19 in Asean: update for April 25 — new infections breach 100K per day as deaths nudge 200K
#COVID19Asean 
via @AecNewsToday 

#Independent #Asean #journalism based in #Cambodia 

#StayHome #isolate #prepare #WearAMask 

https://t.co/cBNjEsve5O https://t.co/8q5mKRjoaR",AecNewsToday,2863,Cambodia,AEC News Today,AecNewsToday,
4563,Tue Mar 03 19:15:34 +0000 2020,evolution bitcoin covid19,12,1234920368953004037,,,en,,,0,"Behavioural economics is all wrong. It underestimates the utility of fear &amp; greed, instead dressing it up as cognitive bias. On the contrary, it is perfectly rational for homo sapiens, indeed even her twin homo economicus, to be fearful and greedy.
#evolution #bitcoin #covid19",12Xpert,12687,"Buxton, UK",Joseph Buchdahl,12Xpert,
4564,Thu Apr 09 07:51:00 +0000 2020,,3,1248156444710572033,,,en,,False,2,Really interesting. https://t.co/kFFeEc7NPs,TamsinRussell,4135,North o’the Border-The Kingdom,Tamsin C Russell,TamsinRussell,
4575,Wed Apr 01 17:43:42 +0000 2020,MPPA StayHome COVID19,5,1245406500299739136,,,en,"California, USA",False,0,Cass Sunstein arguing last week for adherence to social distancing guidelines on the basis of cost-benefit analysis. #MPPA #StayHome #COVID19 https://t.co/lmGhMeBx0c,nickethomas96,31,,Nick Thomas,nickethomas96,
4581,Fri Mar 13 01:44:52 +0000 2020,coronavirus BBCQuestionTime,3,1238279832695386112,,,en,,False,0,"@RainbowtearsLj @piersmorgan 

How ironic...

How the hell will David Halpern's #coronavirus ACCELERATION policy increase trust in @BorisJohnson and heal a divided &amp; suspicious society?

Personally, I've never felt so alienated from government in my life.

#BBCQuestionTime https://t.co/jwhD7aQoVm",Quamasparagi,715,"London, England",Quamasparagi,Quamasparagi,
4582,Fri Mar 20 09:46:24 +0000 2020,coronavirus,1,1240937727182303232,,,en,,,0,Just a thought but when it comes to #coronavirus has anyone in government considered consulting communications experts who are skilled in behavioural science? People like @rorysutherland @adamferrier @thebearchitects for example.,paul_yole,1368,"Perth, Western Australia",Paul Yole,paul_yole,
4586,Wed Apr 15 20:41:17 +0000 2020,Coronavirus,0,1250524618324086784,,,en,,,0,Get nudge #Coronavirus,TestABK,6,"New York, NY",TestABK,TestABK,
4594,Mon Mar 09 11:42:53 +0000 2020,,1,1236980774404083713,,,en,,False,1,"Unreal it took this long. Testing is one major step. Now, behavior change is a different beast! https://t.co/J0b1RiJlSG",yuncod,718,"Syracuse, NY",Deb Pang Davis / 방 연 호,yuncod,
4604,Fri Apr 03 23:27:05 +0000 2020,DrFauci CDC Covid19 coronavirus masks nudge FlattenTheCurve leader BehavioralEconomics,0,1246217691544895489,,,en,,,1,"#DrFauci #CDC &amp; infectious disease specialist are asking #Covid19 #coronavirus susceptible ppl to wear cloth #masks daily &amp; particularly in hotspots.

This is good advice &amp; it’s a #nudge. It’s part of a goal to #FlattenTheCurve &amp; every #leader should comply.
#BehavioralEconomics",PCS_CLUB,16665,Chicagoland / NW Indiana,💯 #RIEHL Citizen™ 👭 #HWOW Ambassador iHWOWU Alum,PCS_CLUB,
4606,Fri Mar 13 12:16:16 +0000 2020,masks CoronaOutbreak InfectiousDisease ClothMasks nudge R0,1,1238438730026954752,,,en,,False,1,"“TO WEAR OR NOT TO WEAR?” 

@KKCheng4 et al asks the @WHO to clarify confusing guidance on #masks in the #CoronaOutbreak  - https://t.co/jmCqUtz0XK   Serious Qu to #InfectiousDisease peeps 
Could #ClothMasks in the community be the “#nudge” to reduce #R0?",DocSteveTaylor,3057,Birmingham UK,Steve Taylor,DocSteveTaylor,
4609,Sat Mar 07 16:21:32 +0000 2020,COVID19,4,1236326123853791235,,,en,,False,1,"I’m fascinated by the behavioural science here. Is the #COVID19 toilet paper panic-buying thing simply a self-fulfilling thing, fuelled by its own coverage? Or is there some more basic/logical trigger I’m missing? 🤔 https://t.co/U1fPj2LV7X",_Jeremy_Knox,1101,United Kingdom,Jeremy Knox,_Jeremy_Knox,
4611,Tue Mar 24 02:43:02 +0000 2020,,2,1242280736222314497,,,en,,False,0,"You're aware of the $500B slush fund with no restrictions right? That you were likely to benefit from. *wink wink, nudge nudge* https://t.co/bUjd8O0DpT https://t.co/tVx7Jiz3um",tteribul,3918,Embarrassing Red State,Tteribul@TomTerrific,tteribul,
4615,Sun Mar 29 13:53:10 +0000 2020,coronavirus flattennigTheCurve,0,1244261320670748674,,,en,,,0,@R_Thaler @CassSunstein Impact of #coronavirus and current solutions for #flattennigTheCurve have a huge impact the poor in countries with high levels of inequality. For them the main worry is putting food on their table. Any thoughts around this? Any nudge solutions?,2seema1,867,Earth,Seema Mathew,2seema1,
4618,Fri Apr 10 19:26:06 +0000 2020,Nudge,7,1248693758419439617,,,en,,False,0,"Exactly the type of idea that I like : simple AND powerful ! Smart #Nudge.
@BVANudge_Unit https://t.co/C7oLjlvr37",Thobava,3115,Paris France,Eric Singler,Thobava,
4623,Tue Mar 24 02:22:20 +0000 2020,COVID19,1,1242275527660056576,,,en,,False,0,"Here is a thread of bad takes on #COVID19 by the literati. Humans are generally pretty bad in thinking/estimating tail risks. That of course never stops pundits to pontificate about ""overreaction"" or offer platitudes such as ""the cure is worse than the disease."" https://t.co/tvGrO1k81m",BalkanDevlen,2225,,Balkan Devlen,BalkanDevlen,
