,id,created_at,favorite_count,retweet_count,text,tweet_cleaned,tweet_cleaned_less,VDR_sentiment,VDR_sentiment_2,TB_sentiment,VDR_detailed_sentiment,VDR_detailed_sentiment_2
111,1242441341193388032,Tue Mar 24 13:21:13 +0000 2020,8,1,.@StLukesLondon  launches SHN (STAY HOME NOW) initiative to encourage immediate behaviour change during #COVID19  https://t.co/MbWqDY5V77 #StayHomeNow #StayHomeSavesLives @NHSuk #NHSCovidHeroes https://t.co/9qrVJygphF,.launches confusion initiative encourage immediate behaviour change stay home stay home saves lives heroes,.launches W) initiative to encourage immediate behaviour change during Stay Home Now Stay Home Saves Lives Covid Heroes,{'compound': 0.6597},{'compound': 0.765},0.0,"{'neg': 0.111, 'neu': 0.556, 'pos': 0.333}","{'neg': 0.0, 'neu': 0.708, 'pos': 0.292}"
112,1247648589024649220,Tue Apr 07 22:12:58 +0000 2020,94,30,"Excellent listen on #coronavirus and decision-making! 

@MKonnikova interviews Daniel Kahneman on why people failed to take this seriously until late in the game and what public officials could be doing better to help each of us manage our risk better.

https://t.co/HZQS53AYRN",excellent listen decision-making! interviews people failed take seriously late game public officials could better help us manage risk better.,Excellent listen on coronavirus and decision-making! interviews Daniel Kahneman on why people failed to take this seriously until late in the game and what public officials could be doing better to help each of us manage our risk better.,{'compound': 0.75},{'compound': 0.7365},0.114,"{'neg': 0.225, 'neu': 0.38, 'pos': 0.395}","{'neg': 0.141, 'neu': 0.618, 'pos': 0.241}"
113,1250484612972806144,Wed Apr 15 18:02:19 +0000 2020,14,4,"Insightful, informative, compassionate and deeply relevant - another great #coronavirus podcast with @Stu_King_Hh, @SusanMichie &amp; @jimmcmanusph

Perfect for #publichealth
&amp; #localgov folk alike.
 https://t.co/OBUw6elOa7","insightful, informative, compassionate deeply relevant another great podcast; perfect publichealth; localgov folk alike.","Insightful, informative, compassionate and deeply relevant another great coronavirus podcast with &amp; Perfect for publichealth &amp; localgov folk alike.",{'compound': 0.9055},{'compound': 0.9055},0.733,"{'neg': 0.0, 'neu': 0.47, 'pos': 0.53}","{'neg': 0.0, 'neu': 0.587, 'pos': 0.413}"
114,1243507983587463170,Fri Mar 27 11:59:41 +0000 2020,2,5,"Interesting application of mental accounting: 
Donate your commute/restaurant meals/bar tab...

#nudge #behecon #behavioraleconomics https://t.co/RylaimjQef",interesting application mental accounting: donate commute/restaurant meals/bar tab ... nudge behecon behavioral economics,Interesting application of mental accounting: Donate your commute/restaurant meals/bar tab... nudge behecon behavioral economics,{'compound': 0.4019},{'compound': 0.4019},0.2,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184}","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172}"
115,1246615219301949440,Sun Apr 05 01:46:43 +0000 2020,0,0,"Disagree that it means there is no #COVID19 crisis. But to the extent COVID-19 is merely supplanting its comorbidities as the reported cause of death, it’s very concerning that there is a lack of curiosity on this front by those who appear vested in stoking the panic. True data? https://t.co/GvF0ROETQS","disagree means no. extent merely supplanting comorbidities reported cause death, concerning lack curiosity front appear vested stoking panic. true data?","Disagree that it means there is no crisis. But to the extent D- is merely supplanting its comorbidities as the reported cause of death, its very concerning that there is lack of curiosity on this front by those who appear vested in stoking the panic. True data?",{'compound': -0.872},{'compound': -0.9325},-0.075,"{'neg': 0.451, 'neu': 0.41, 'pos': 0.139}","{'neg': 0.298, 'neu': 0.631, 'pos': 0.071}"
116,1237789417290510337,Wed Mar 11 17:16:08 +0000 2020,6,1,"#coronavirus #COVID19 

 11 March 2020  - 

It’s time to get really serious about keeping our distance and adhering to the guidelines about hygiene. https://t.co/AQ4vbfvAXk",time get really serious keeping distance adhering guidelines hygiene.,coronavirus March Its time to get really serious about keeping our distance and adhering to the guidelines about hygiene.,{'compound': -0.1513},{'compound': -0.1513},-0.333,"{'neg': 0.166, 'neu': 0.834, 'pos': 0.0}","{'neg': 0.081, 'neu': 0.919, 'pos': 0.0}"
117,1251099389977931782,Fri Apr 17 10:45:13 +0000 2020,0,0,"Ask leaders to make #BehavioralScience core #education RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience… https://t.co/5Nrw2zG8vV",ask leaders make behavioral science core education tories police state police state mass surveillance behavioral science,Ask leaders to make Behavioral Science core education Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
118,1238785551517585408,Sat Mar 14 11:14:25 +0000 2020,0,3,"#NudgeUnit #Eugenics 
#Coronavirus may force UK doctors to decide who they’ll save | Jonathan Ives | Opinion | The Guardian https://t.co/EAeEyOi0aV",nudge unit eugenics force doctors decide theyll save jonathan ives opinion guardian,Nudge Unit Eugenics Coronavirus may force doctors to decide who theyll save Jonathan Ives Opinion The Guardian,{'compound': 0.4939},{'compound': 0.4939},0.0,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225}","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167}"
119,1255810508751548416,Thu Apr 30 10:45:31 +0000 2020,0,0,"Ask leaders to make #BehavioralScience core #education RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience… https://t.co/cunuNfD4Yx",ask leaders make behavioral science core education tories police state police state mass surveillance behavioral science,Ask leaders to make Behavioral Science core education Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
121,1252947299820593152,Wed Apr 22 13:08:09 +0000 2020,0,1,"Owned....

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship #Stasi #endthelockdown #NoVaccineForMe https://t.co/vjlWqAwCmP",owned .... tories police state police state mass surveillance behavioral science behavioral economics revolution censorship stasi endthelockdown no vaccine,Owned.... Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science behavioral economics Revolution Now Censorship Stasi endthelockdown No Vaccine For Me,{'compound': -0.296},{'compound': -0.296},0.0,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0}","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0}"
122,1237781390034440195,Wed Mar 11 16:44:14 +0000 2020,0,0,Wonder if the British Nudge Unit agrees? #coronavirus https://t.co/fiXKksfCqA,wonder british nudge unit agrees?,Wonder if the British Nudge Unit agrees? coronavirus,{'compound': 0.2023},{'compound': 0.2023},0.0,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31}","{'neg': 0.0, 'neu': 0.795, 'pos': 0.205}"
123,1247642425125933057,Tue Apr 07 21:48:28 +0000 2020,9,11,"Thrive With Your Family is a new weekly online video series supporting families during the #COVID19 pandemic. Submit topics you’d like covered or ask specific questions about #parenting, #behaviorchange, #mentalhealth &amp; #relationships. Visit: https://t.co/PElZrpgqYV https://t.co/D6LlAx77eV","thrive family new weekly online video series supporting families. submit topics youd like covered ask specific questions parenting, behaviorchange, mentalhealth; relationships. visit:","Thrive With Your Family is new weekly online video series supporting families during the pandemic. Submit topics youd like covered or ask specific questions about parenting, behaviorchange, mentalhealth &amp; relationships. Visit:",{'compound': 0.6597},{'compound': 0.6597},0.129,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213}","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157}"
124,1240169089168859137,Wed Mar 18 06:52:06 +0000 2020,0,0,"Leaving your heart is forbidden: The shelter-in-place in the San Francisco Bay Area is a giant experiment in virus outbreak containment, social behavior change, and business viability https://t.co/wO7SuvNmnC #sanfrancisco #sfbayarea #coronavirus #business #behavior","leaving heart forbidden: shelter-in-place san francisco bay area giant experiment outbreak containment, social behavior change, business viability sanfrancisco sfbayarea business behavior","Leaving your heart is forbidden: The shelter-in-place in the San Francisco Bay Area is giant experiment in virus outbreak containment, social behavior change, and business viability sanfrancisco sfbayarea coronavirus business behavior",{'compound': -0.4215},{'compound': -0.4215},0.017,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0}","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0}"
125,1234933180467154947,Tue Mar 03 20:06:28 +0000 2020,4,2,Some reflections on #coronavirus and #behaviourchange https://t.co/oYmR66QQy6,reflections behaviour change,Some reflections on coronavirus and behaviour change,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
126,1248872476999852033,Sat Apr 11 07:16:16 +0000 2020,0,1,"""Remember, remember the 5th of November"". Let's make it special this year.

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #NWO #RevolutionNow #Censorship #Stasi #endthelockdown #NoVaccineForMe #CoronaVirusHOAX https://t.co/rxl86hDyII","remember, remember ''. let make special year. tories police state police state mass surveillance behavioral science revolution censorship stasi endthelockdown no vaccine","Remember, remember the th of November"". Let's make it special this year. Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science Revolution Now Censorship Stasi endthelockdown No Vaccine For Me Corona Virus",{'compound': 0.128},{'compound': 0.128},0.357,"{'neg': 0.088, 'neu': 0.803, 'pos': 0.108}","{'neg': 0.06, 'neu': 0.867, 'pos': 0.073}"
127,1238819763666771968,Sat Mar 14 13:30:22 +0000 2020,2,0,"Thanks @ECDC_EU  for this helpful table of measures to reduce a pandemic, rated by scientific evidence (from A, strong/ #RCTs to Cm, few data), risks, direct costs, impact, etc. We need #choicearchitecture to help our Governments use it and make #gooddecisions on #coronavirus now https://t.co/dLgBYp2MzD","thanks helpful table measures reduce, rated scientific evidence (, strong/ ts cm, data confusion, risks, direct costs, impact, etc. need choicearchitecture help governments use make gooddecisions","Thanks for this helpful table of measures to reduce pandemic, rated by scientific evidence (from A, strong/ Ts to Cm, few data), risks, direct costs, impact, etc. We need choicearchitecture to help our Governments use it and make gooddecisions on coronavirus now",{'compound': 0.6249},{'compound': 0.743},0.15,"{'neg': 0.128, 'neu': 0.623, 'pos': 0.249}","{'neg': 0.043, 'neu': 0.784, 'pos': 0.173}"
128,1239294026966282246,Sun Mar 15 20:54:55 +0000 2020,33,4,"On the surface, #Coronavirus is a medical disaster. But your response is 100% habit and behavior change. I'm switching to 100% posts about how you can make the changes you want to make to be healthy, productive, happy, helpful. Thread below.","surface, medical disaster. response habit behavior change. 'm switching posts make changes want make healthy, productive, happy, helpful. thread.","On the surface, Coronavirus is medical disaster. But your response is habit and behavior change. I'm switching to posts about how you can make the changes you want to make to be healthy, productive, happy, helpful. Thread below.",{'compound': 0.6597},{'compound': 0.6597},0.433,"{'neg': 0.143, 'neu': 0.49, 'pos': 0.367}","{'neg': 0.086, 'neu': 0.693, 'pos': 0.221}"
129,1252645183470084099,Tue Apr 21 17:07:39 +0000 2020,0,3,"#lockdown probably illegal under ECHR &amp; emergency powers uncostitutional.

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship #Stasi #endthelockdown #NoVaccineForMe https://t.co/E3kufgNes4",lockdown probably illegal; emergency powers uncostitutional. tories police state police state mass surveillance behavioral science behavioral economics revolution censorship stasi endthelockdown no vaccine,lockdown probably illegal under &amp; emergency powers uncostitutional. Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science behavioral economics Revolution Now Censorship Stasi endthelockdown No Vaccine For Me,{'compound': -0.8126},{'compound': -0.8126},-0.5,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0}","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0}"
130,1241779601631858690,Sun Mar 22 17:31:42 +0000 2020,3,1,Another crushing success of the #uk approach to #coronavirus. The model was built on massive theoretical hypothesis on behavioural science and nudge theory. Which of course have no empirical evidence. Genius! https://t.co/MXmx07NiMu,another crushing success uk approach. model built massive theoretical hypothesis behavioural science nudge theory. course no empirical evidence. genius!,Another crushing success of the uk approach to coronavirus. The model was built on massive theoretical hypothesis on behavioural science and nudge theory. Which of course have no empirical evidence. Genius!,{'compound': 0.0752},{'compound': 0.0752},0.128,"{'neg': 0.202, 'neu': 0.648, 'pos': 0.15}","{'neg': 0.136, 'neu': 0.763, 'pos': 0.101}"
131,1240747395782246401,Thu Mar 19 21:10:05 +0000 2020,0,1,"So, what's a nudge? A #nudge is some small feature of the environment that attracts our attention and alters our behavior. — @R_Thaler #COVID19 #restaurants #creativity #BehavioralEconomics https://t.co/1BYlLYgIQN",", nudge? nudge small feature environment attracts attention alters behavior. restaurants creativity behavioral economics","So, what's nudge? nudge is some small feature of the environment that attracts our attention and alters our behavior. restaurants creativity Behavioral Economics",{'compound': 0.6486},{'compound': 0.6486},-0.25,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325}","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202}"
132,1239088704041467905,Sun Mar 15 07:19:02 +0000 2020,0,0,@profhelenward @SusanMichie Why not tell the truth about the ICU numbers and age range for example? https://t.co/rF8xiyX3FI https://t.co/RT76GvxTHX,not tell truth numbers age range example?,Why not tell the truth about the numbers and age range for example?,{'compound': -0.2411},{'compound': -0.2411},0.0,"{'neg': 0.246, 'neu': 0.754, 'pos': 0.0}","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0}"
133,1251839266105307138,Sun Apr 19 11:45:13 +0000 2020,0,0,"Ask leaders to make #BehavioralScience core #education RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience… https://t.co/9XPbGlYnWm",ask leaders make behavioral science core education tories police state police state mass surveillance behavioral science,Ask leaders to make Behavioral Science core education Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
134,1246720552842285063,Sun Apr 05 08:45:17 +0000 2020,0,0,Ask leaders to make #BehavioralScience core #education RT @JustBeMentalist: RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance #BehavioralScience #behavioraleconomics #…,ask leaders make behavioral science core education tories police state police state mass surveillance behavioral science behavioral economics,Ask leaders to make Behavioral Science core education Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science behavioral economics,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
135,1243838934444052480,Sat Mar 28 09:54:46 +0000 2020,2,2,"Sustainable peace is our reality 🌱
Protect our unique biosphere 🐝
#BehavioralEconomics 
#energytransition 🌵
#solarenergy https://t.co/1yoHreYHTK",sustainable peace reality seedling protect unique biosphere honeybee behavioral economics energytransition cactus solarenergy,Sustainable peace is our reality Protect our unique biosphere Behavioral Economics energytransition solarenergy,{'compound': 0.7269},{'compound': 0.7269},0.375,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357}","{'neg': 0.0, 'neu': 0.643, 'pos': 0.357}"
136,1255475556222668810,Wed Apr 29 12:34:32 +0000 2020,6,3,Part 2 of our blog series on COVID-19 is available to read now!! 🎉 @KingsIoPPN @inspirethemind_.               @emilyjanehayes and I review messages from government in the UK &amp; elsewhere through the lens of behavioural science🕵️‍♀️ 📈🦠📉 https://t.co/6xRuY8dQ0g,part blog series available read! ! party popper review messages government; elsewhere lens behavioural sciencedetectivefemale sign chart increasingchart decreasing,Part of our blog series on D- is available to read now!! and review messages from government in the &amp; elsewhere through the lens of behavioural science,{'compound': 0.508},{'compound': 0.0},0.625,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
137,1247460415845683201,Tue Apr 07 09:45:14 +0000 2020,0,0,"Ask leaders to make #BehavioralScience core #education RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience… https://t.co/ygJhO98JPB",ask leaders make behavioral science core education tories police state police state mass surveillance behavioral science,Ask leaders to make Behavioral Science core education Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
138,1238914379309027328,Sat Mar 14 19:46:20 +0000 2020,0,0,"""Some epidemiologists have also bristled at the government’s reliance on a private firm of behavioral scientists, known as the “nudge unit.” #COVID19 #ukcoronavirus https://t.co/OC2uAVyQUM","epidemiologists also bristled governments reliance private firm behavioral scientists, known nudge unit. ukcoronavirus","Some epidemiologists have also bristled at the governments reliance on private firm of behavioral scientists, known as the nudge unit. ukcoronavirus",{'compound': 0.0},{'compound': 0.0},-0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
139,1242585364558221318,Tue Mar 24 22:53:31 +0000 2020,0,0,"48/

https://t.co/1bqiLuEj1H

https://t.co/6shvrhjl2P
""Using social and behavioural science to support COVID-19 pandemic response""

""large-scale behavior change""
""poses significant psychological burdens on individuals""
Insights from ""social and behavioural sciences are critical""",using social behavioural science support response '' `` large-scale behavior change '' `` poses significant psychological burdens individuals '' insights `` social behavioural sciences critical '',"Using social and behavioural science to support D- pandemic response"" ""large-scale behavior change"" ""poses significant psychological burdens on individuals"" Insights from ""social and behavioural sciences are critical""",{'compound': -0.0772},{'compound': -0.0772},0.088,"{'neg': 0.153, 'neu': 0.703, 'pos': 0.144}","{'neg': 0.149, 'neu': 0.712, 'pos': 0.139}"
140,1245245196209717250,Wed Apr 01 07:02:44 +0000 2020,3,0,"I don't know if it's the same in UK supermarkets but there's powerful #socialnorming at play over here in Spain. So many people wearing masks that if you're not (I wasn't) there is an irresistible urge to follow suit. 

#decisionscience #behaviouraleconomics #covid19",not know supermarkets powerful socialnorming play spain. many people wearing masks not not confusion irresistible urge follow suit. decisionscience behavioural economics,don't know if it's the same in supermarkets but there's powerful socialnorming at play over here in Spain. So many people wearing masks that if you're not wasn't) there is an irresistible urge to follow suit. decisionscience behavioural economics covid,{'compound': 0.0458},{'compound': 0.872},0.4,"{'neg': 0.159, 'neu': 0.676, 'pos': 0.166}","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211}"
141,1252134610907074560,Mon Apr 20 07:18:49 +0000 2020,0,2,"Meanwhile, in Israel...

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship #Stasi #endthelockdown #NoVaccineForMe https://t.co/5V6znW4Mvh","meanwhile, israel ... tories police state police state mass surveillance behavioral science behavioral economics revolution censorship stasi endthelockdown no vaccine","Meanwhile, in Israel... Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science behavioral economics Revolution Now Censorship Stasi endthelockdown No Vaccine For Me",{'compound': -0.296},{'compound': -0.296},0.0,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0}","{'neg': 0.084, 'neu': 0.916, 'pos': 0.0}"
142,1252216729553506304,Mon Apr 20 12:45:08 +0000 2020,1,1,"Ask leaders to make #BehavioralScience core #education RT @theAyoolu: RT @BusaraCenter: Great work from @FSDKe on tracking Kenya's economic impact of #COVID19 responses, as well as, compiling stories from low-…","ask leaders make behavioral science core education great work tracking kenya economic impact responses, well, compiling stories low-","Ask leaders to make Behavioral Science core education Great work from on tracking Kenya's economic impact of responses, as well as, compiling stories from low-",{'compound': 0.6249},{'compound': 0.6249},0.333,"{'neg': 0.09, 'neu': 0.644, 'pos': 0.266}","{'neg': 0.069, 'neu': 0.726, 'pos': 0.205}"
143,1238143391478808579,Thu Mar 12 16:42:42 +0000 2020,1,0,This man is not a medical doctor or expert. He is a social scientist. https://t.co/cseXRzuw9H,man not medical doctor expert. social scientist.,This man is not medical doctor or expert. He is social scientist.,{'compound': 0.0},{'compound': 0.0},0.017,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
144,1250445481223663616,Wed Apr 15 15:26:49 +0000 2020,0,0,"@ABC Tell people to quit smoking.
Stop using abstract academic language and educate behaviour change.
Smokers 14x more likely to die of #coronavirus
Ask governments to tax and regulate tobacco for improved lung health.
Your messaging is heard as uncertainty rather than probability.. https://t.co/Ia3qN2s1hv",tell people quit smoking. stop using abstract academic language educate behaviour change. smokers likely die ask governments tax regulate tobacco improved lung health. messaging heard uncertainty rather probability ..,Tell people to quit smoking. Stop using abstract academic language and educate behaviour change. Smokers more likely to die of coronavirus Ask governments to tax and regulate tobacco for improved lung health. Your messaging is heard as uncertainty rather than probability..,{'compound': -0.6597},{'compound': -0.6872},0.0,"{'neg': 0.232, 'neu': 0.683, 'pos': 0.085}","{'neg': 0.179, 'neu': 0.757, 'pos': 0.063}"
145,1245128394515386373,Tue Mar 31 23:18:37 +0000 2020,0,0,"The #COVID19 has spread around the world.
Behavior change is key during this period. I call upon everyone to adhere to the recommended #SocialDistance guidelines.
Keep the distance ... keep your community &amp; family safe!
let's not panic but be more responsible &amp; cautious.",spread around world. behavior change key period. call upon everyone adhere recommended social distance guidelines. keep distance ... keep community; family safe! let not panic responsible; cautious.,The has spread around the world. Behavior change is key during this period. call upon everyone to adhere to the recommended Social Distance guidelines. Keep the distance ... keep your community &amp; family safe! let's not panic but be more responsible &amp; cautious.,{'compound': 0.7208},{'compound': 0.7084},0.215,"{'neg': 0.06, 'neu': 0.668, 'pos': 0.273}","{'neg': 0.041, 'neu': 0.777, 'pos': 0.182}"
146,1242387401105965056,Tue Mar 24 09:46:53 +0000 2020,10,6,"Is @ZacGoldsmith angling for @BorisJohnson to have another holiday? 
Spent most of January invisible when he should have prepared the country for #COVID19 
@10DowningStreet &amp; nudge unit have unleashed death on the country. 
We must not forget their gross wreckless incompetence https://t.co/ypDHaL0vWN https://t.co/pxuG837Si3",angling another holiday? spent invisible prepared country; nudge unit unleashed death country. must not forget gross wreckless incompetence,Is angling for to have another holiday? Spent most of January invisible when he should have prepared the country for &amp; nudge unit have unleashed death on the country. We must not forget their gross wreckless incompetence,{'compound': -0.0976},{'compound': -0.0976},-0.05,"{'neg': 0.257, 'neu': 0.428, 'pos': 0.315}","{'neg': 0.153, 'neu': 0.659, 'pos': 0.188}"
147,1242554876426665986,Tue Mar 24 20:52:22 +0000 2020,0,0,"Excellent thread from @BehavioralScientist  on #behaviouralscience content related to #healthcare, #covid19 #coronavirus https://t.co/XDqFnqp9Ih","excellent thread behavioural science content related healthcare,","Excellent thread from on behavioural science content related to healthcare, covid coronavirus",{'compound': 0.5719},{'compound': 0.5719},0.5,"{'neg': 0.0, 'neu': 0.619, 'pos': 0.381}","{'neg': 0.0, 'neu': 0.748, 'pos': 0.252}"
148,1247822231054532609,Wed Apr 08 09:42:57 +0000 2020,0,0,"@BBCNews @itvnews @piersmorgan @GMB 

Any chance of a mention for the sake of balance?

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship https://t.co/o2NIbhdXK2",chance mention sake balance? tories police state police state mass surveillance behavioral science behavioral economics revolution censorship,Any chance of mention for the sake of balance? Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science behavioral economics Revolution Now Censorship,{'compound': 0.25},{'compound': 0.25},0.0,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111}","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077}"
149,1255713288618311680,Thu Apr 30 04:19:12 +0000 2020,0,0,"Seems like safe time to open up public spaces, certain businesses and maintain promotion of personal behavior change, testing and isolation https://t.co/3P4sYSU67s","seems like safe time open public spaces, certain businesses maintain promotion personal behavior change, testing isolation","Seems like safe time to open up public spaces, certain businesses and maintain promotion of personal behavior change, testing and isolation",{'compound': 0.5859},{'compound': 0.5859},0.143,"{'neg': 0.122, 'neu': 0.541, 'pos': 0.338}","{'neg': 0.099, 'neu': 0.625, 'pos': 0.276}"
150,1252135137283883009,Mon Apr 20 07:20:54 +0000 2020,11,3,"This Things have to be hammered everyday, everytime coz this is the only way by which we will be able to win against corona virus. We cannot live in a fantasy that after 3rd may everything will be ok. Utter care has to be taken post lockdown gets over also. 

@AmdavadAMC @vnehra https://t.co/XqWJOC18QW","things hammered everyday, everytime coz way able win. not live fantasy rd everything ok. utter care taken post lockdown gets also.","This Things have to be hammered everyday, everytime coz this is the only way by which we will be able to win against corona virus. We cannot live in fantasy that after rd may everything will be ok. Utter care has to be taken post lockdown gets over also.",{'compound': 0.8481},{'compound': 0.8481},0.255,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338}","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167}"
151,1236049085427118081,Fri Mar 06 22:00:41 +0000 2020,0,0,"If you are into Behavioral Economics, you know that every little nudge counts. I put this sign on our office door, I suggest you do the same. #COVID19 https://t.co/ZYWey0JJbD","behavioral economics, know every little nudge counts. put sign office door, suggest.","If you are into Behavioral Economics, you know that every little nudge counts. put this sign on our office door, suggest you do the same.",{'compound': 0.0},{'compound': 0.0},-0.188,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
152,1250314255137570819,Wed Apr 15 06:45:22 +0000 2020,0,0,"Ask leaders to make #BehavioralScience core #education RT @DavidIHodgson: #COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience… https://t.co/CSM4lI6rjq",ask leaders make behavioral science core education tories police state police state mass surveillance behavioral science,Ask leaders to make Behavioral Science core education Coronavirus Tories Out Police State Police State Mass Surveillance Behavioral Science,{'compound': 0.0},{'compound': 0.0},0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
153,1251724969752457216,Sun Apr 19 04:11:03 +0000 2020,5,0,"#PublicHealth works. Data from Hong Kong on #quarantine, school closures, and other behavior change showing reduction in #COVID19. Most interesting is comparing effect on flu. In prior years, Chinese New Year assoc’d with increase in cases. Not in 2020. https://t.co/mUpL1lst5M","public health works. data hong kong quarantine, school closures, behavior change showing reduction d. interesting comparing effect flu. prior years, chinese new year assocd increase cases. not","Public Health works. Data from Hong Kong on quarantine, school closures, and other behavior change showing reduction in D. Most interesting is comparing effect on flu. In prior years, Chinese New Year assocd with increase in cases. Not in",{'compound': 0.34},{'compound': 0.4005},0.127,"{'neg': 0.082, 'neu': 0.759, 'pos': 0.158}","{'neg': 0.059, 'neu': 0.82, 'pos': 0.121}"
154,1238583566319181827,Fri Mar 13 21:51:48 +0000 2020,0,0,"""The existential reality on the ground is beginning to render the hypotheses of behavioural science irrelevant""  @guardian Editorial #COVID19 #CoronaVirus #UK https://t.co/JCFZAWdQot",existential reality ground beginning render hypotheses behavioural science irrelevant '' editorial,"The existential reality on the ground is beginning to render the hypotheses of behavioural science irrelevant"" Editorial Corona Virus",{'compound': 0.0},{'compound': 0.0},-0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0}"
