,Unnamed: 0,created_at,hashtags,favorite_count,id,reweet_id,retweet_screen_name,lang,place,possibly_sensitive,retweet_count,text,user_screen_name,user_followers_count,user_location,user_name,user_screen_name.1,user_time_zone,text_cl,subkeywords,relevant_subkwords
358,1388,Mon May 25 16:29:23 +0000 2020,sociallearning socialdistancing covid19 behaviouralscience,2,1264956742510788611,,,en,,False,1,"@ThisHeadStuff today on #sociallearning while #socialdistancing. If you want a mental image of a Diet Coke break set in the Midlands, here’s the ticket! #covid19 #behaviouralscience

https://t.co/Lk4AUbW7AJ https://t.co/1labHN3jr5",retrored2011,163,Dun Laoghaire via Bunbrosna ,Pádraig Walsh,retrored2011,,"@thisheadstuff today on #sociallearning while #socialdistancing. if you want a mental image of a diet coke break set in the midlands, here’s the ticket! #covid19 #behaviouralscience

https://t.co/lk4aubw7aj https://t.co/1labhn3jr5","['behaviouralscience', 'covid']",['behaviouralscience']
359,1394,Wed Mar 25 07:43:32 +0000 2020,,1,1242718748236222464,,,en,,False,0,"The behavioural changes we are seeing at the supermarket, and some that may just outlive this pandemic https://t.co/br3B2hc2V5",IanFrancisRalph,485,"Hampshire, England",Ian Ralph,IanFrancisRalph,,"the behavioural changes we are seeing at the supermarket, and some that may just outlive this pandemic https://t.co/br3b2hc2v5","['behavioural change', 'pandemic']",['behavioural change']
360,1408,Fri May 15 07:25:17 +0000 2020,Tories StayAlert weakenthenation Control COVID19 UKCitizens BehaviourManipulation Redacted BehaviouralScientist,1,1261195934857297920,,,en,,,0,"@anita_hoener @Jonathan_MBanks It's intentional by #Tories signalled by #StayAlert to confuse, hide their incompetence and underlying #weakenthenation #Control strategy. #COVID19 spread fault has been passed to #UKCitizens. 
#BehaviourManipulation 
Thus #Redacted report from #BehaviouralScientist and attacks.",PinotGrigio18,2629,"London, England",LabourLifetime #FBPE #EuroMove #3Point5% #RTTG,PinotGrigio18,,"@anita_hoener @jonathan_mbanks it's intentional by #tories signalled by #stayalert to confuse, hide their incompetence and underlying #weakenthenation #control strategy. #covid19 spread fault has been passed to #ukcitizens. 
#behaviourmanipulation 
thus #redacted report from #behaviouralscientist and attacks.","['behaviouralscientist', 'covid']",['behaviouralscientist']
361,1409,Fri Mar 27 12:37:02 +0000 2020,Behavioural covid19,9,1243517384989827072,,,en,,False,3,#Behavioural strategies for reducing #covid19 transmission in the general population - includes suggestions relevant to those who are at risk of feeling very social isolated @SusanMichie  https://t.co/pqsshgbYPM,UCL_Loneliness,4031,Loneliness and Social Isolatio,Loneliness in Mental Health Network,UCL_Loneliness,,#behavioural strategies for reducing #covid19 transmission in the general population - includes suggestions relevant to those who are at risk of feeling very social isolated @susanmichie  https://t.co/pqsshgbypm,"['michie', 'covid']",['michie']
363,1419,Wed Mar 11 17:05:16 +0000 2020,Coronavirus,0,1237786681815625729,,,en,,False,0,"I just noticed my retweet didn't show the photograph so it didn't really make sense

""Worldwide, thousands of people have become infected with #Coronavirus The disease is new, but the fear the virus creates is not new. Behavioural scientist Gert-Jan Lelieveld explains this fear"" https://t.co/aMPVDaoSVy",adagioforstring,16961,East of the Mad River,🎼AdagioForStrings🎻,adagioforstring,,"i just noticed my retweet didn't show the photograph so it didn't really make sense

""worldwide, thousands of people have become infected with #coronavirus the disease is new, but the fear the virus creates is not new. behavioural scientist gert-jan lelieveld explains this fear"" https://t.co/ampvdaosvy","['behavioural scientist', 'corona']",['behavioural scientist']
364,1421,Thu May 28 15:10:30 +0000 2020,,0,1266024055083347972,,,en,,False,1,"@NicklessColin @IndependentSage @SusanMichie Have you the seen the latest actual messages that the UK Government has sent to some vulnerable individuals who should still be shielding? 
https://t.co/BlzgrUkF3R",MiddxMinxx,498,Wrote this music review:,Dr. Tee 🌹,MiddxMinxx,,"@nicklesscolin @independentsage @susanmichie have you the seen the latest actual messages that the uk government has sent to some vulnerable individuals who should still be shielding? 
https://t.co/blzgrukf3r",['michie'],['michie']
367,1442,Sat Apr 18 09:55:01 +0000 2020,Covid19 lockdown behaviourchange policy communications psychology,0,1251449145845522432,,,en,,False,0,"The British Psychological Society has great new guidance to support policy-makers and communicators drive behavioural change to help prevent the spread of #Covid19 #lockdown #behaviourchange #policy #communications #psychology 
https://t.co/aWB7sWsdge",PoateJoyner,106,Independent UK and Europe,Annabel Poate-Joyner,PoateJoyner,,"the british psychological society has great new guidance to support policy-makers and communicators drive behavioural change to help prevent the spread of #covid19 #lockdown #behaviourchange #policy #communications #psychology 
https://t.co/awb7swsdge","['behavioural change', 'behaviourchange', 'psychology', 'covid']","['behavioural change', 'behaviourchange', 'psychology']"
369,1448,Wed Mar 25 11:14:58 +0000 2020,COVID19,10,1242771954282770433,,,en,,False,3,"I have been critical re the behavioural science &amp; public communication strategies but also willing to help and contribute, signed up below to help the government crowdsource expertise. It's on all aspects of the #COVID19 pandemic so scientists of all stripes do consider joining! https://t.co/bal8v0DFXv",Sander_vdLinden,7243,"Cambridge, England",Sander van der Linden 😷,Sander_vdLinden,,"i have been critical re the behavioural science &amp; public communication strategies but also willing to help and contribute, signed up below to help the government crowdsource expertise. it's on all aspects of the #covid19 pandemic so scientists of all stripes do consider joining! https://t.co/bal8v0dfxv","['behavioural science', 'pandemic', 'covid']",['behavioural science']
372,1453,Mon Apr 27 08:54:43 +0000 2020,,7,1254695459458822148,,,en,,False,3,"“If we can heed the importance of science, behaviour change &amp; resilient planning...humanity [would be] on a firmer footing to tackle the multiple challenges we will face this century – including climate change.” @AjayGambhir11 speaks to @AndyCzy https://t.co/A8O7mYvy3F",Grantham_IC,11199,Imperial College London,Grantham Imperial,Grantham_IC,,"“if we can heed the importance of science, behaviour change &amp; resilient planning...humanity [would be] on a firmer footing to tackle the multiple challenges we will face this century – including climate change.” @ajaygambhir11 speaks to @andyczy https://t.co/a8o7myvy3f",['behaviour change'],['behaviour change']
374,1462,Fri Mar 27 19:03:22 +0000 2020,healthpsychology COVID19 healthpsychology behaviouralscience,21,1243614610319695880,,,en,,False,5,Proud to be part of this inspiring meeting to galvanise UK #healthpsychology to respond to #COVID19 as academics and health care professionals at the forefront of #healthpsychology &amp; #behaviouralscience @UWEBristol @PsychUWEBristol @000_sally @griffiths_marc @divhealthpsych https://t.co/sMjhBB48VA,UWEHealthPsy,1493,"Bristol, England",UWE Health Psych,UWEHealthPsy,,proud to be part of this inspiring meeting to galvanise uk #healthpsychology to respond to #covid19 as academics and health care professionals at the forefront of #healthpsychology &amp; #behaviouralscience @uwebristol @psychuwebristol @000_sally @griffiths_marc @divhealthpsych https://t.co/smjhbb48va,"['behaviouralscience', 'psychology', 'covid']","['behaviouralscience', 'psychology']"
375,1464,Tue Mar 24 20:52:22 +0000 2020,behaviouralscience healthcare covid19 coronavirus,0,1242554876426665986,,,en,,False,0,"Excellent thread from @BehavioralScientist  on #behaviouralscience content related to #healthcare, #covid19 #coronavirus https://t.co/XDqFnqp9Ih",DS_insights,115,"Toronto, Ontario",AK,DS_insights,,"excellent thread from @behavioralscientist  on #behaviouralscience content related to #healthcare, #covid19 #coronavirus https://t.co/xdqfnqp9ih","['behaviouralscience', 'corona', 'covid']",['behaviouralscience']
378,1473,Wed Mar 18 14:53:07 +0000 2020,covid19,5,1240290138065899520,,,en,,False,3,"Join our own @SherineGu live now, speaking about #covid19 from a behavioural science POV as part of @nyupublichealth 's online Behavioral Communication Strategies for Global Epidemics course. https://t.co/hRB9zOq1eq",gocommonthread,322,Asia | Europe,Common Thread,gocommonthread,,"join our own @sherinegu live now, speaking about #covid19 from a behavioural science pov as part of @nyupublichealth 's online behavioral communication strategies for global epidemics course. https://t.co/hrb9zoq1eq","['behavioural science', 'epidemic', 'covid']",['behavioural science']
379,1476,Wed Mar 18 14:53:46 +0000 2020,coronavirus,1,1240290304541982720,,,en,,,1,"""No population is quick to embrace behaviour change. In Paris despite #coronavirus people are still behaving like they are immortal. But this is normal, esp if people don't have a clear rationale behind the changes + messaging is inconsistent.""

Trust is key.",Claudie_L,1171,"Bristol, UK",Cordelia Lonsdale,Claudie_L,,"""no population is quick to embrace behaviour change. in paris despite #coronavirus people are still behaving like they are immortal. but this is normal, esp if people don't have a clear rationale behind the changes + messaging is inconsistent.""

trust is key.","['behaviour change', 'corona']",['behaviour change']
382,1482,Thu Apr 16 16:09:42 +0000 2020,COVID19,1,1250818659897036800,,,en,,False,2,"ITP’s Sian Fox has organised an @ActTravelWise national seminar, taking place on 11th May, to discuss the impact of COVID-19 on the transport industry, including public transport resilience and travel behaviour change. Register for free here https://t.co/C4CjOQTWN9 #COVID19 https://t.co/RKq58E5a4C",ITPtweet,464,International,ITP,ITPtweet,,"itp’s sian fox has organised an @acttravelwise national seminar, taking place on 11th may, to discuss the impact of covid-19 on the transport industry, including public transport resilience and travel behaviour change. register for free here https://t.co/c4cjoqtwn9 #covid19 https://t.co/rkq58e5a4c","['behaviour change', 'covid']",['behaviour change']
385,1491,Mon May 18 07:52:37 +0000 2020,webinar,7,1262289977217449986,,,en,,False,4,"Happy to share @HarvardChanIRC &amp; @Project_SANCHAR are collaborating with @CSBC_AshokaUniv for a #webinar on ""Behaviour Change Post Lockdown""

🗓️21 May
⏲️6:30 pm IST
🔗https://t.co/EyVS0wut70

@vishplus @MamidiPavanH @phaldea @AshokaUniv  @Smriiti @Saksham94Singh @JohnsHopkinsCCP https://t.co/p7Vm8D6NH3",Project_SANCHAR,238,"Mumbai, Maharashtra",Project_SANCHAR,Project_SANCHAR,,"happy to share @harvardchanirc &amp; @project_sanchar are collaborating with @csbc_ashokauniv for a #webinar on ""behaviour change post lockdown""

🗓️21 may
⏲️6:30 pm ist
🔗https://t.co/eyvs0wut70

@vishplus @mamidipavanh @phaldea @ashokauniv  @smriiti @saksham94singh @johnshopkinsccp https://t.co/p7vm8d6nh3",['behaviour change'],['behaviour change']
386,1493,Tue May 05 07:25:16 +0000 2020,COVID19 KayBurley coronavirus,52,1257572052309102592,,,en,,False,25,"Director of Centre for Behaviour Change at UCL, Professor Susan Michie says lifting lockdown should happen ""gradually"" to help reassure those who are suffering with #COVID19 related anxieties.

#KayBurley

#coronavirus latest: https://t.co/4ozTbgvoxl https://t.co/9xpG2BWGHy",SkyNews,6463558,"London, UK",SkyNews,SkyNews,,"director of centre for behaviour change at ucl, professor susan michie says lifting lockdown should happen ""gradually"" to help reassure those who are suffering with #covid19 related anxieties.

#kayburley

#coronavirus latest: https://t.co/4oztbgvoxl https://t.co/9xpg2bwghy","['michie', 'behaviour change', 'corona', 'covid']","['michie', 'behaviour change']"
388,1497,Wed Apr 01 19:32:44 +0000 2020,environment ClimateChange sustainability COVID19,20,1245433937406525440,,,en,,False,5,How do we embed behaviour change beyond this crisis? #environment #ClimateChange #sustainability #COVID19 https://t.co/Cp0o8t4OeJ,envirohistoryNZ,498,"Pohangina, Manawatu District",Catherine Knight,envirohistoryNZ,,how do we embed behaviour change beyond this crisis? #environment #climatechange #sustainability #covid19 https://t.co/cp0o8t4oej,"['behaviour change', 'covid']",['behaviour change']
389,1498,Sat May 02 19:01:48 +0000 2020,podcast spotify applepodcast businesspodcast lickdown resilience behaviourchange habit exitstrategy covid19 coronavirus,1,1256660176280707072,,,en,,False,1,"My latest Podcast is live,  titled -  ""Behaviour Change As We Exit Lockdown"". 
Remember to subscribe and leave a review. 
https://t.co/AY2fSHq4fi

#podcast #spotify #applepodcast #businesspodcast #lickdown #resilience  #behaviourchange #habit #exitstrategy #covid19 #coronavirus",MaureenChiana,189,UK,Maureen_Chiana,MaureenChiana,,"my latest podcast is live,  titled -  ""behaviour change as we exit lockdown"". 
remember to subscribe and leave a review. 
https://t.co/ay2fshq4fi

#podcast #spotify #applepodcast #businesspodcast #lickdown #resilience  #behaviourchange #habit #exitstrategy #covid19 #coronavirus","['behaviour change', 'behaviourchange', 'corona', 'covid']","['behaviour change', 'behaviourchange']"
390,1503,Mon Jun 01 11:32:05 +0000 2020,hygiene cleancooking lighting respiratoryhealth COVID19 MadarakaDay2020 Kenyans,3,1267418639776522241,,,en,,False,3,"Behaviour change communication, promoting good #hygiene practices as well as incorporating messages on the importance of #cleancooking and #lighting technologies and their positive impacts on #respiratoryhealth is a way of fighting #COVID19.
Happy #MadarakaDay2020 to all #Kenyans https://t.co/Blj6RiOXgc",Flexi_Biogas,594,"Flexi Biogas 33 Mwitu Road, Ka",Flexi Biogas,Flexi_Biogas,,"behaviour change communication, promoting good #hygiene practices as well as incorporating messages on the importance of #cleancooking and #lighting technologies and their positive impacts on #respiratoryhealth is a way of fighting #covid19.
happy #madarakaday2020 to all #kenyans https://t.co/blj6rioxgc","['behaviour change', 'covid']",['behaviour change']
391,1513,Thu May 21 12:00:07 +0000 2020,Covid19 ImagineTheWorld,26,1263439427021479937,,,en,,False,14,"""#Covid19: What do we mean when we say we are guided by science?"" Join @nature EiC @Magda_Skipper &amp; behavioural economist @profpauldolan in conversation with Rosie Boycott @hayfestival 2020.  ✏ Register here: https://t.co/fDCTYIUjRU 
#ImagineTheWorld https://t.co/P38W8aq3kf",SpringerNature,47074,Berlin / London,Springer Nature,SpringerNature,,"""#covid19: what do we mean when we say we are guided by science?"" join @nature eic @magda_skipper &amp; behavioural economist @profpauldolan in conversation with rosie boycott @hayfestival 2020.  ✏ register here: https://t.co/fdctyiujru 
#imaginetheworld https://t.co/p38w8aq3kf","['behavioural economist', 'covid']",['behavioural economist']
393,1515,Sun Mar 15 13:57:17 +0000 2020,,131,1239188926721675264,,,en,,False,42,Not entirely sure why everyone’s piling in on Robert @peston - Government behavioural science adviser went on record about population “achieving herd immunity” in an interview with @BBCMarkEaston on Tuesday ... indeed “cocooning” is what Hancock confirmed re elderly https://t.co/4rXIbVVyor,faisalislam,361257,London(head) Manchester(heart),Faisal Islam,faisalislam,,not entirely sure why everyone’s piling in on robert @peston - government behavioural science adviser went on record about population “achieving herd immunity” in an interview with @bbcmarkeaston on tuesday ... indeed “cocooning” is what hancock confirmed re elderly https://t.co/4rxibvvyor,"['behavioural science', 'herd immunity']","['behavioural science', 'herd immunity']"
394,1520,Tue Mar 03 18:05:33 +0000 2020,RealWorldImpact ThisIsHealthPsychology,56,1234902748367376386,,,en,"Dunstable, England",False,19,"A great example of the application of health psychology and COM-B 

#RealWorldImpact 
#ThisIsHealthPsychology https://t.co/HNeiA94m9A",DrAngelChater,3778,England,Dr Angel Chater,DrAngelChater,,"a great example of the application of health psychology and com-b 

#realworldimpact 
#thisishealthpsychology https://t.co/hneia94m9a",['psychology'],['psychology']
395,1530,Tue May 05 15:11:38 +0000 2020,AskAScientistLIVE COVID19 ClimateEmergency EcologicalEmergency COVID__19 psychologyofcrisis ExtinctionRebellion XRScientists,1,1257689415301898240,,,en,,False,1,"The second ""Ask a Scientist LIVE"" event is happening next week, Tue 12th May 6 pm BST. Free online webinar! Don't miss it! 👩‍🔬🧑‍🔬🧑‍💻👩‍💻

@ScientistsX 
#AskAScientistLIVE #COVID19 #ClimateEmergency #EcologicalEmergency #COVID__19 #psychologyofcrisis #ExtinctionRebellion #XRScientists https://t.co/NZ0fbXAm8P",Vale_GUG87,84,"London, England",Valeria Scagliotti,Vale_GUG87,,"the second ""ask a scientist live"" event is happening next week, tue 12th may 6 pm bst. free online webinar! don't miss it! 👩‍🔬🧑‍🔬🧑‍💻👩‍💻

@scientistsx 
#askascientistlive #covid19 #climateemergency #ecologicalemergency #covid__19 #psychologyofcrisis #extinctionrebellion #xrscientists https://t.co/nz0fbxam8p","['psychology', 'covid']",['psychology']
396,1533,Fri Mar 20 08:01:19 +0000 2020,COVID19,5,1240911282108235776,,,en,,False,2,Useful background material on behavioural science and #COVID19 @The_ISHA @NUIGalwayMed @AssocHPIreland @marietcasey @hselibrary @IUHPE @publichealthie @ResearchatNUIG https://t.co/J7MvSG8k7J,HPRC_NUIG,1464,"Galway, Ireland",Health Promotion at NUI Galway,HPRC_NUIG,,useful background material on behavioural science and #covid19 @the_isha @nuigalwaymed @assochpireland @marietcasey @hselibrary @iuhpe @publichealthie @researchatnuig https://t.co/j7mvsg8k7j,"['behavioural science', 'covid']",['behavioural science']
399,1540,Thu Jun 04 14:34:19 +0000 2020,COVID_19uk COVID19 psychology Wellbeing ukemplaw,1,1268551663142539264,,,en,,False,0,"EDUCATION: HEALTH &amp; PSYCHOLOGICAL WELLBEING.
A FREE zoom event by the Institute. Register for your free place here https://t.co/MW5XUoNECx #COVID_19uk #COVID19 #psychology #Wellbeing #ukemplaw @RLong_Bailey @MaryBoustedNEU @SusanMichie @UnionFreedom https://t.co/m5JqbSgyJf",IERUK,3000,Liverpool UK,IER,IERUK,,"education: health &amp; psychological wellbeing.
a free zoom event by the institute. register for your free place here https://t.co/mw5xuonecx #covid_19uk #covid19 #psychology #wellbeing #ukemplaw @rlong_bailey @maryboustedneu @susanmichie @unionfreedom https://t.co/m5jqbsgyjf","['michie', 'psychology', 'covid']","['michie', 'psychology']"
400,1544,Tue May 19 11:07:46 +0000 2020,,1,1262701475102425088,,,en,,False,1,Why the fuck is Halpern giving advice to government? https://t.co/ztX3PddXFB,DanBeale1,1578,"Cheltenham, UK",Dan Beale Cocks,DanBeale1,,why the fuck is halpern giving advice to government? https://t.co/ztx3pddxfb,['halpern'],['halpern']
402,1554,Tue Jun 09 19:01:21 +0000 2020,COVID19,2,1270430803835715584,,,en,,False,0,"There's no question that #COVID19 will spur a behaviour change in drinkers the world over, which is explored in this latest report on post-lockdown consumer types. 

Which will you be? A halter or hedonist? Find out here: https://t.co/hLqvRJHj6U https://t.co/k3Lc90mHtj",GarconWines,2162,United Kingdom,Garçon Wines,GarconWines,,"there's no question that #covid19 will spur a behaviour change in drinkers the world over, which is explored in this latest report on post-lockdown consumer types. 

which will you be? a halter or hedonist? find out here: https://t.co/hlqvrjhj6u https://t.co/k3lc90mhtj","['behaviour change', 'covid']",['behaviour change']
403,1560,Tue May 05 15:56:32 +0000 2020,COVID19,5,1257700717680300033,,,en,,False,3,Really interesting discussion on the role of Psychology post #COVID19 and the importance of behaviour scientists working together with policy makers. Recording will be made available to listen to if you missed the webinar ✨ https://t.co/aqcrBC5IEz,PSC_Scotland,495,Scotland,Psychologists for Social Change Scotland,PSC_Scotland,,really interesting discussion on the role of psychology post #covid19 and the importance of behaviour scientists working together with policy makers. recording will be made available to listen to if you missed the webinar ✨ https://t.co/aqcrbc5iez,"['psychology', 'covid']",['psychology']
404,1561,Mon Apr 20 12:32:47 +0000 2020,Covid19 Habit BehaviourChange,0,1252213621846835200,1.25221357990792e+18,dkwasnicka,en,,,2,"RT @dkwasnicka: We are still recruiting participants to this study, please participate and RT #Covid19 #Habit #BehaviourChange",drbengardner,1542,King's College London,Benjamin Gardner,drbengardner,,"rt @dkwasnicka: we are still recruiting participants to this study, please participate and rt #covid19 #habit #behaviourchange","['behaviourchange', 'covid']",['behaviourchange']
407,1569,Wed Apr 01 18:51:41 +0000 2020,coronavirus,2,1245423607855136773,,,en,,False,1,"How to construct the most effective narrative to combat the #coronavirus pandemic. 

Critical new paper on how to communicate public policy, and incentivise good behaviour, using behavioural science.

Be honest, be emphatic, provide social support, emphasise group identity. https://t.co/TthieL8bKp",delaFeriaR,5197,Lisbon | Leeds | World,Rita de la Feria,delaFeriaR,,"how to construct the most effective narrative to combat the #coronavirus pandemic. 

critical new paper on how to communicate public policy, and incentivise good behaviour, using behavioural science.

be honest, be emphatic, provide social support, emphasise group identity. https://t.co/tthiel8bkp","['behavioural science', 'pandemic', 'corona']",['behavioural science']
408,1570,Fri May 29 03:52:09 +0000 2020,SocialScience COVID19,0,1266215727247261697,1.266051792481198e+18,LSEImpactBlog,en,,False,4,"RT @LSEImpactBlog: Behavioural science and the response to COVID-19: a missed opportunity?

#SocialScience #COVID19 https://t.co/vvijU3DEU2",RiedhaMuha,691,"ÜT: -0.029077,109.335359",MR,RiedhaMuha,,"rt @lseimpactblog: behavioural science and the response to covid-19: a missed opportunity?

#socialscience #covid19 https://t.co/vviju3deu2","['behavioural science', 'covid']",['behavioural science']
409,1572,Sun Apr 19 07:26:26 +0000 2020,rotary handwashing behaviourchange handhygieneforhealth SPATAP COVID19,0,1251774142203850754,,,en,,False,0,@RotaryRassin 🖐️🚰 #rotary #handwashing #behaviourchange project #handhygieneforhealth WATCH VIDEO https://t.co/uKEEDPh8e0 https://t.co/HtUOzsVYKT with #SPATAP Portable Tap making communities hygienic instantly https://t.co/7X3H0SlUB7  info@handhygieneforhealth.org #COVID19 https://t.co/LZ1WMXpd25,RotaryHHFH,98,"Sunshine Coast, Queensland",HandHygieneForHealth,RotaryHHFH,,@rotaryrassin 🖐️🚰 #rotary #handwashing #behaviourchange project #handhygieneforhealth watch video https://t.co/ukeedph8e0 https://t.co/htuozsvykt with #spatap portable tap making communities hygienic instantly https://t.co/7x3h0slub7  info@handhygieneforhealth.org #covid19 https://t.co/lz1wmxpd25,"['behaviourchange', 'covid']",['behaviourchange']
411,1574,Tue Apr 07 23:02:25 +0000 2020,behaviouralscience socialoutcomes digitalnudging Covid19,2,1247661034204266501,,,en,,False,0,"In 2016 the @SAP Inst for Digital Gov collaborated with @ANU on how digital tech can be applied to #behaviouralscience to improve #socialoutcomes with #digitalnudging. Now, how can govenments use this to help citizens act to help containing #Covid19?  https://t.co/is0Q6whxrE https://t.co/oz0mB2cM7V",Innov_Aus,8508,"Sydney, New South Wales",InnovationAus,Innov_Aus,,"in 2016 the @sap inst for digital gov collaborated with @anu on how digital tech can be applied to #behaviouralscience to improve #socialoutcomes with #digitalnudging. now, how can govenments use this to help citizens act to help containing #covid19?  https://t.co/is0q6whxre https://t.co/oz0mb2cm7v","['behaviouralscience', 'nudging', 'covid']","['behaviouralscience', 'nudging']"
412,1575,Sun Jun 07 11:40:00 +0000 2020,COVID_19uk COVID19 psychology Wellbeing ukemplaw,0,1269594956513062914,,,en,,False,0,"EDUCATION: HEALTH &amp; PSYCHOLOGICAL WELLBEING.
A zoom event by the IER &amp; CTUF. Register for your FREE place now https://t.co/MW5XUoNECx #COVID_19uk #COVID19 #psychology #Wellbeing #ukemplaw @RLong_Bailey
 @MaryBoustedNEU
 @SusanMichie
 @UnionFreedom https://t.co/FyvF6ot7J9",IERUK,3000,Liverpool UK,IER,IERUK,,"education: health &amp; psychological wellbeing.
a zoom event by the ier &amp; ctuf. register for your free place now https://t.co/mw5xuonecx #covid_19uk #covid19 #psychology #wellbeing #ukemplaw @rlong_bailey
 @maryboustedneu
 @susanmichie
 @unionfreedom https://t.co/fyvf6ot7j9","['michie', 'psychology', 'covid']","['michie', 'psychology']"
413,1579,Thu Mar 12 13:48:28 +0000 2020,,1277,1238099541775302657,,,en,,False,666,"The government’s science advisor is a behavioural psychologist, not an epidemiologist. This is crowd management. https://t.co/caQa7THAZl",leninology,32646,"London, England",Richard Seymour,leninology,,"the government’s science advisor is a behavioural psychologist, not an epidemiologist. this is crowd management. https://t.co/caqa7thazl",['psychologist'],['psychologist']
415,1588,Sun Apr 19 07:22:23 +0000 2020,rotary handwashing behaviourchange handhygieneforhealth SPATAP COVID19,0,1251773120186216450,,,en,,False,0,@SaleRotaryClub 🖐️🚰 #rotary #handwashing #behaviourchange project #handhygieneforhealth WATCH VIDEO https://t.co/uKEEDPh8e0 https://t.co/HtUOzsVYKT with #SPATAP Portable Tap making communities hygienic instantly https://t.co/7X3H0SlUB7 info@handhygieneforhealth.org #COVID19,RotaryHHFH,98,"Sunshine Coast, Queensland",HandHygieneForHealth,RotaryHHFH,,@salerotaryclub 🖐️🚰 #rotary #handwashing #behaviourchange project #handhygieneforhealth watch video https://t.co/ukeedph8e0 https://t.co/htuozsvykt with #spatap portable tap making communities hygienic instantly https://t.co/7x3h0slub7 info@handhygieneforhealth.org #covid19,"['behaviourchange', 'covid']",['behaviourchange']
416,1589,Sun Mar 22 19:22:46 +0000 2020,WilmasReview workfromhome buerohund postdog COVID19 flattenthecurve StayAtHome,7,1241807551320281089,,,en,,False,1,"#WilmasReview of the week | #workfromhome #buerohund #postdog https://t.co/XVIYAeR82K @PAIR_ZU @zeppelin @beaglefacts | read how to fight #COVID19 with behavioural science @ESRIDublin #flattenthecurve #StayAtHome 
https://t.co/5p3yj23LQy https://t.co/2az2KZZHXA",FloKeppeler,559,Friedrichshafen,Flo Keppeler,FloKeppeler,,"#wilmasreview of the week | #workfromhome #buerohund #postdog https://t.co/xviyaer82k @pair_zu @zeppelin @beaglefacts | read how to fight #covid19 with behavioural science @esridublin #flattenthecurve #stayathome 
https://t.co/5p3yj23lqy https://t.co/2az2kzzhxa","['behavioural science', 'covid']",['behavioural science']
418,1605,Wed Mar 25 13:33:23 +0000 2020,coronavirus,5,1242806790573654016,,,en,,False,2,"Some examples of behavioural science being deployed during the #coronavirus pandemic include using alternative handshakes, or washing your hands the length of ""happy birthday"". https://t.co/TadUFZRkVl",ConversationUK,135123,,The Conversation,ConversationUK,,"some examples of behavioural science being deployed during the #coronavirus pandemic include using alternative handshakes, or washing your hands the length of ""happy birthday"". https://t.co/tadufzrkvl","['behavioural science', 'pandemic', 'corona']",['behavioural science']
420,1621,Sat Apr 18 07:48:45 +0000 2020,cleanair COVID19 publichealth,0,1251417366761742336,,,en,,False,0,"#cleanair rollbacks exacerbate the effects of #COVID19, another way in which this administration is bad for #publichealth. Important column from @CassSunstein. 
https://t.co/w0RY2i2WbW",cprovost45,476,"London, England",Colin Provost,cprovost45,,"#cleanair rollbacks exacerbate the effects of #covid19, another way in which this administration is bad for #publichealth. important column from @casssunstein. 
https://t.co/w0ry2i2wbw","['sunstein', 'covid']",['sunstein']
421,1622,Mon May 11 15:20:11 +0000 2020,COVID19 Flatteningthecurve,2,1259865896975249408,,,en,,,0,"#COVID19  has a mutating, wavy warring style of tactical retreat &amp; overwhelming ambush. The attack mode makes adaptation thro' communal behaviour change the first among equals in practical containment measures. #Flatteningthecurve just a means to an end in the convoluted warfare.",hopadero,929,Nairobi,Nashon J. Adero,hopadero,,"#covid19  has a mutating, wavy warring style of tactical retreat &amp; overwhelming ambush. the attack mode makes adaptation thro' communal behaviour change the first among equals in practical containment measures. #flatteningthecurve just a means to an end in the convoluted warfare.","['behaviour change', 'covid']",['behaviour change']
422,1628,Fri May 08 11:13:19 +0000 2020,COVID19,0,1258716605242126338,,,en,,,0,"@brexit_sham @BBCNewsnight @campbellclaret @DLidington @SusanMichie Won’t happen.
The trouble with professional politicians-as opposed to those who would once have done the job without the huge pension and benefits-is that their careers come first. #COVID19 
@BorisJohnson @NicolaSturgeon @EdwardJDavey @CarolineLucas @Keir_Starmer",PleaseDoTheMath,220,UK,Peter,PleaseDoTheMath,,"@brexit_sham @bbcnewsnight @campbellclaret @dlidington @susanmichie won’t happen.
the trouble with professional politicians-as opposed to those who would once have done the job without the huge pension and benefits-is that their careers come first. #covid19 
@borisjohnson @nicolasturgeon @edwardjdavey @carolinelucas @keir_starmer","['michie', 'covid']",['michie']
423,1633,Tue Mar 24 23:07:37 +0000 2020,COVID19 KnowledgeIsPower,1,1242588912633044993,,,en,,False,0,Looking for some reading and different perspectives on #COVID19 ? Try these selected links on the behavioural science of coronavirus from @behscientist #KnowledgeIsPower https://t.co/tl2IKHivvE ^SC,currieforgood,1332,"Melbourne, Australia",Currie,currieforgood,,looking for some reading and different perspectives on #covid19 ? try these selected links on the behavioural science of coronavirus from @behscientist #knowledgeispower https://t.co/tl2ikhivve ^sc,"['behavioural science', 'corona', 'covid']",['behavioural science']
425,1641,Tue Mar 03 18:21:52 +0000 2020,COM behaviourchange,0,1234906856482627586,,,en,,False,0,#COM-B - #behaviourchange in action. https://t.co/AKxLwBYuCl,Rachael84778056,281,,Rachael Singleton 🌊,Rachael84778056,,#com-b - #behaviourchange in action. https://t.co/akxlwbyucl,['behaviourchange'],['behaviourchange']
