,id,text,label
136,1.24677519188948E+018,Everybody is talking about the collapse of the travel industry and of SMEs due to the #coronavirus. I'm curious how this will affect the fashion industry - all I need these days are a pair of pyjamas and some running gear  #stayathome #behavioraleconomics,
137,1.25103805817623E+018,"Come out of your caves &amp; start living, people.

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship #Stasi #endthelockdown #NoVaccineForMe https://t.co/xxWhdE3cR3",
138,1.24968001654528E+018,"Ask leaders to make #BehavioralScience core #education RT @takumiisback: RT @DavidIHodgson: ""Remember, remember the 5th of November"". The power still lies with the people...

#COVID19 #Coronavirus #ToriesOut #Pol…",
139,1.25052488770331E+018,Well he just confirmed what had been nagging me - I'm 74 with underlying health concerns and now have a lifetime of incarceration to look forward to🙁 I suppose my challenge is to find a prison I enjoy. Thinking: a trout stream in western Maine😃😃 https://t.co/IXbTxonOp4,
140,1.24020408349718E+018,"In this video, I explain the psychological reasons why people are currently 'panic buying' amidst the corona virus scare.

#coronavirus #covid19 #psychology #behavioralscience #beinformed #system1 #system2 #panicbuying  https://t.co/FbE4Hs0lLM",
141,1.25436038087014E+018,"Nudge theory is a poor substitute for hard science in matters of life or death
#COVID19 #BrexitBorisBritain #Halpern #BIT #Nudge #BeyondParody #ENOUGH
https://t.co/e9Vq7Lsnd1",
142,1.24661521930195E+018,"Disagree that it means there is no #COVID19 crisis. But to the extent COVID-19 is merely supplanting its comorbidities as the reported cause of death, it’s very concerning that there is a lack of curiosity on this front by those who appear vested in stoking the panic. True data? https://t.co/GvF0ROETQS",
143,1.25514409108973E+018,"People confused about the #COVID19 stats, rates and percentages in Twitter.
#DanielKahneman : https://t.co/rNM6LUQW9H",
144,1.23729295267174E+018,"Not only a politically risky strategy but also careless towards the vulnerable in the country. About 4.3m adults suffer from asthma in the U.K., a condition that would increase one’s odds of getting the severe form of the disease.  #coronavirus #COVID2019 #coronavirusuk https://t.co/9a8tVOERqF",
145,1.24966492418125E+018,"Ask leaders to make #BehavioralScience core #education RT @JustBeMentalist: RT @DavidIHodgson: ""Remember, remember the 5th of November"". The power still lies with the people...

#COVID19 #Coronavirus #ToriesOut #Pol…",
146,1.24555575123557E+018,"How are the SDGs affected by #COVID19? What if we could incentivize a behaviour change that would also contribute to tackling the #ClimateCrisis post pandemic? The #SDGs are interconnected and we should not miss this opportunity, starting with #SDG3 https://t.co/vJWKMgyG0r",
147,1.25078714191276E+018,"Here's how you can help policymakers, medical leaders, and academics wage war on the #coronavirus, ft. Lemonade's Chief Behavioral Officer @danariely 💪 https://t.co/ySyRQ4grAk #SocialScience #BehavioralEconomics",
148,1.24278136850697E+018,"There are essentially three ways out of this mess.
1. vaccination
2. enough people develop immunity through infection
3. ongoing #behaviourchange 

#Coronavirus: When will the outbreak end and life get back to normal?  https://t.co/Lum5Ye8Kw4",
149,1.24855535666353E+018,"@CambridgeCops blocked me after commenting on a post yesterday. #freespeech?

#COVID19 #Coronavirus #ToriesOut #PoliceState #PoliceStateUK #MassSurveillance
#BehavioralScience #behavioraleconomics #NWO #RevolutionNow #Censorship #Stasi #endthelockdown #NoVaccineForMe",
